pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,batter_name
SL,2025-07-27,87.1,-2.69,5.5,"Skenes, Paul",672695,694973,field_out,hit_into_play,,,,,5.0,Geraldo Perdomo pops out to second baseman Nick Gonzales.,R,L,R,PIT,AZ,X,4.0,popup,2,2,2025,0.31,0.71,0.1024765020388165,2.659211818469283,663536.0,,,2,3,Top,142.76,131.56,,,,,6.100080939669502,-126.67199486235847,-2.0092031007850313,1.8868296879173443,29.87282646749371,-24.42853907077998,3.52,1.61,177.0,73.6,56.0,87.2,2230.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.79,0.058,0.056,0.0,1.0,0.0,0.0,3.0,20,5,Slider,1,0,0,1,0,1,0,1,Standard,Standard,122.0,0.039,-0.196,63.0,7.1,0.075,0.196,88.0,1,-1,0.63,0.37,23,25,23,26,2,1,6.0,1.0,6.0,1.0,2.34,-0.31,0.31,26.0,16.716669778507008,-10.221721344789238,33.8265918856668,31.62176617201445,26.88815856037152,Geraldo Perdomo
FF,2025-07-27,98.9,-2.65,5.47,"Skenes, Paul",672695,694973,,foul,,,,,2.0,Foul,R,L,R,PIT,AZ,S,,,2,1,2025,-1.2,1.01,0.0569094507937213,2.9315002857740313,663536.0,,,2,3,Top,,,,,,,10.290004334135862,-143.75535909583084,-3.906961756119347,-18.93611839830004,31.93550150661944,-17.360463760579094,3.52,1.61,227.0,77.7,52.0,100.1,2366.0,6.9,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.59,,,,,,,,20,4,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,242.0,0.005,-0.083,66.6,6.5,,0.083,88.0,1,-1,0.625,0.375,23,25,23,26,2,1,6.0,1.0,6.0,1.0,1.31,1.2,-1.2,22.0,9.562542838578375,0.5473362119758394,36.96019665196519,32.001061740691796,20.698772202811384,Geraldo Perdomo
SL,2025-07-27,86.2,-2.69,5.44,"Skenes, Paul",672695,694973,,called_strike,,,,,5.0,Called Strike,R,L,R,PIT,AZ,S,,,2,0,2025,0.38,0.51,0.0778622580200005,2.3177458485914624,663536.0,,,2,3,Top,,,,,,,5.85986499733622,-125.269549491016,-2.116595739587331,2.5188363400540013,29.727033379474747,-26.620235117771372,3.4,1.51,,,,86.3,2204.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.65,,,,,,,,20,3,Slider,1,0,0,1,0,1,0,1,Standard,Standard,102.0,0.003,-0.048,,,,0.048,,1,-1,0.622,0.378,23,25,23,26,2,1,6.0,1.0,6.0,1.0,2.61,-0.38,0.38,22.8,,,,,,Geraldo Perdomo
CH,2025-07-27,88.1,-2.71,5.5,"Skenes, Paul",672695,694973,,ball,,,,,13.0,Ball,R,L,R,PIT,AZ,B,,,1,0,2025,-1.36,0.26,-1.1354994648006511,1.4622233245495666,663536.0,,,2,3,Top,,,,,,,6.692646489243859,-128.0461308399934,-4.254301004283533,-16.322522910558014,26.814755693981056,-28.594315193616374,3.49,1.63,,,,88.7,1732.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.75,,,,,,,,20,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,266.0,-0.003,0.024,,,,-0.024,,1,-1,0.625,0.375,23,25,23,26,2,1,6.0,1.0,6.0,1.0,2.68,1.36,-1.36,20.4,,,,,,Geraldo Perdomo
CH,2025-07-27,88.1,-2.73,5.49,"Skenes, Paul",672695,694973,,ball,,,,,13.0,Ball,R,L,R,PIT,AZ,B,,,0,0,2025,-1.38,0.22,-0.1935468954921635,0.8453590879080517,663536.0,,,2,3,Top,,,,,,,9.085098609098536,-127.92983764693518,-5.674934083685673,-16.966804320782092,25.478579900425217,-28.7651642808632,3.49,1.64,,,,88.8,1806.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.73,,,,,,,,20,1,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,270.0,-0.001,0.028,,,,-0.028,,1,-1,0.626,0.374,23,25,23,26,2,1,6.0,1.0,6.0,1.0,2.72,1.38,-1.38,26.0,,,,,,Geraldo Perdomo
CH,2025-07-27,88.9,-2.83,5.55,"Skenes, Paul",606466,694973,field_out,hit_into_play,,,,,8.0,"Ketel Marte grounds out, second baseman Nick Gonzales to first baseman Spencer Horwitz. Tristin English to 3rd.",R,L,R,PIT,AZ,X,4.0,ground_ball,1,0,2025,-1.17,0.49,-0.2415917934560267,1.9620196186210217,,663536.0,,1,3,Top,149.28,153.71,,,,,8.858127071634389,-129.18598208841894,-3.7888020517935,-14.90378002837794,26.9359480309594,-26.053024531783112,3.6,1.65,12.0,71.7,-9.0,89.5,1611.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.77,0.051,0.053,0.0,1.0,0.0,0.0,2.0,19,2,Changeup,1,0,0,1,0,1,0,1,Standard,Standard,258.0,0.039,-0.288,69.2,8.7,0.057,0.288,88.0,1,-1,0.587,0.413,23,31,23,32,2,1,6.0,1.0,6.0,1.0,2.4,1.17,-1.17,25.2,19.277522979993694,-28.634234326759355,31.3997662896158,34.857391999260045,48.68417123862331,Ketel Marte
FF,2025-07-27,98.6,-2.68,5.52,"Skenes, Paul",606466,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,AZ,B,,,0,0,2025,-0.98,0.9,1.1151481030547512,2.520514702842366,,663536.0,,1,3,Top,,,,,,,12.7019941271114,-142.96334790200848,-4.79835278779022,-16.380371862069342,32.265945107892215,-18.907287779678697,3.61,1.66,,,,99.5,2248.0,6.9,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.58,,,,,,,,19,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,240.0,-0.003,0.028,,,,-0.028,,1,-1,0.59,0.41,23,31,23,32,2,1,6.0,1.0,6.0,1.0,1.46,0.98,-0.98,22.8,,,,,,Ketel Marte
CH,2025-07-27,87.7,-2.75,5.47,"Skenes, Paul",672695,694973,strikeout,swinging_strike,,,,,13.0,Geraldo Perdomo strikes out swinging.,R,L,R,PIT,AZ,S,2.0,,2,2,2025,-1.3,0.51,-1.1068223935546913,1.229820805438683,,,606466.0,1,1,Top,,,,,,,6.732765123234311,-127.48112531849952,-5.190590485061552,-15.613591632887765,26.65353259316618,-25.756667137889966,3.52,1.61,,,,88.3,1801.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.76,,0.0,0.0,1.0,0.0,0.0,,3,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,263.0,0.025,-0.222,,,,0.222,,0,0,0.501,0.499,23,25,23,26,1,0,6.0,1.0,6.0,1.0,2.47,1.3,-1.3,23.4,,,,,,Geraldo Perdomo
CH,2025-07-27,88.2,-2.84,5.49,"Skenes, Paul",672695,694973,,swinging_strike,,,,,13.0,Swinging Strike,R,L,R,PIT,AZ,S,,,2,1,2025,-1.32,0.3,-0.1679848610012755,1.1982278336721928,,,606466.0,1,1,Top,,,,,,,9.322335198753713,-128.12162222262967,-4.972865970228257,-16.536442898877716,26.931296750280534,-27.98094213559889,3.52,1.61,,,,88.7,1748.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.75,,,,,,,,3,4,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,265.0,0.007,-0.075,65.7,8.8,,0.075,,0,0,0.494,0.506,23,25,23,26,1,0,6.0,1.0,6.0,1.0,2.64,1.32,-1.32,23.4,29.386532466402453,-40.47381512510371,36.971089813279,34.764251619969045,47.92326104764128,Geraldo Perdomo
FS,2025-07-27,94.6,-2.64,5.53,"Skenes, Paul",672695,694973,,foul,,,,,13.0,Foul,R,L,R,PIT,AZ,S,,,2,0,2025,-1.26,0.74,-0.0103087654329585,1.2563799007387009,,,606466.0,1,1,Top,,,,,,,9.73612090904954,-137.2949764602057,-7.160417310526497,-18.02995684194232,30.197974336660693,-21.334443590201595,3.52,1.61,5.0,86.5,-15.0,95.3,1751.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.66,,,,,,,,3,3,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,245.0,0.007,-0.062,71.5,8.1,,0.062,88.0,0,0,0.487,0.513,23,25,23,26,1,0,6.0,1.0,6.0,1.0,1.82,1.26,-1.26,21.7,17.8143553574262,-21.67703449038001,41.70407333622036,32.62528504681284,33.69580963339391,Geraldo Perdomo
FF,2025-07-27,98.2,-2.58,5.55,"Skenes, Paul",672695,694973,,ball,,,,,12.0,Ball,R,L,R,PIT,AZ,B,,,1,0,2025,-1.19,1.03,0.9339455458184472,2.6860942298916903,,,606466.0,1,1,Top,,,,,,,12.32118126591375,-142.48260324190684,-4.64911427557287,-19.033232982064263,33.87401726752173,-17.22101791593309,3.52,1.55,,,,98.6,2283.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.76,,,,,,,,3,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,240.0,-0.007,0.068,,,,-0.068,,0,0,0.494,0.506,23,25,23,26,1,0,6.0,1.0,6.0,1.0,1.35,1.19,-1.19,24.6,,,,,,Geraldo Perdomo
FF,2025-07-27,97.5,-2.65,5.54,"Skenes, Paul",672695,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,AZ,B,,,0,0,2025,-1.15,1.07,0.9970949088401696,1.969337623177528,,,606466.0,1,1,Top,,,,,,,12.540926952481117,-141.31277185028569,-6.57232264965278,-18.24142655402746,31.5108715823113,-16.494024923006847,3.48,1.58,,,,98.3,2243.0,6.9,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.59,,,,,,,,3,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,241.0,-0.004,0.035,,,,-0.035,,0,0,0.498,0.502,23,25,23,26,1,0,6.0,1.0,6.0,1.0,1.35,1.15,-1.15,23.8,,,,,,Geraldo Perdomo
SI,2025-07-27,98.1,-2.71,5.57,"Skenes, Paul",606466,694973,walk,ball,,,,,14.0,Ketel Marte walks.,R,L,R,PIT,AZ,B,,,3,2,2025,-1.45,0.4,0.1245418582260722,1.1746305664645218,,,,1,1,Top,,,,,,,11.06843528331415,-142.36473339859694,-7.350549184018186,-22.235339532575683,32.7955008480385,-25.19245181553007,3.6,1.72,,,,98.6,2218.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.8,,0.691497,0.7,1.0,0.0,0.0,,2,6,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,242.0,-0.02,0.339,,,,-0.339,,0,0,0.518,0.482,23,31,23,32,1,0,6.0,1.0,6.0,1.0,1.99,1.45,-1.45,25.8,,,,,,Ketel Marte
CH,2025-07-27,87.6,-3.03,5.55,"Skenes, Paul",606466,694973,,ball,,,,,13.0,Ball,R,L,R,PIT,AZ,B,,,2,2,2025,-1.43,0.49,-2.902438084328108,2.5170911069655735,,,,1,1,Top,,,,,,,3.2917060277435324,-127.58205811718544,-2.216980096954508,-16.272499437633904,27.444584570449432,-26.554258943436754,3.63,1.74,,,,88.3,1835.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.7,,,,,,,,2,5,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,265.0,-0.006,0.104,,,,-0.104,,0,0,0.524,0.476,23,31,23,32,1,0,6.0,1.0,6.0,1.0,2.48,1.43,-1.43,20.0,,,,,,Ketel Marte
FF,2025-07-27,98.1,-2.68,5.61,"Skenes, Paul",606466,694973,,called_strike,,,,,11.0,Called Strike,R,L,R,PIT,AZ,S,,,2,1,2025,-1.02,1.03,-0.9672823269501292,3.157157546881348,,,,1,1,Top,,,,,,,7.071103328931111,-142.67508471989544,-3.560217525365446,-15.599669944266452,33.38859989673947,-17.513430379796795,3.67,1.71,,,,98.8,2216.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.73,,,,,,,,2,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,234.0,0.004,-0.07,,,,0.07,,0,0,0.52,0.48,23,31,23,32,1,0,6.0,1.0,6.0,1.0,1.35,1.02,-1.02,24.4,,,,,,Ketel Marte
ST,2025-07-27,85.5,-2.94,5.55,"Skenes, Paul",606466,694973,,called_strike,,,,,8.0,Called Strike,R,L,R,PIT,AZ,S,,,2,0,2025,1.29,0.41,0.0661707011548351,1.7518958845091008,,,,1,1,Top,,,,,,,4.519603102112075,-124.33661998961166,-3.4212643712154116,12.161805636914227,28.84281508138507,-27.460698572600243,3.43,1.62,,,,85.8,2045.0,6.9,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.62,,,,,,,,2,3,Sweeper,0,0,0,0,0,0,0,0,Infield shade,Standard,79.0,0.005,-0.066,,,,0.066,,0,0,0.515,0.485,23,31,23,32,1,0,6.0,1.0,6.0,1.0,2.76,-1.29,1.29,25.0,,,,,,Ketel Marte
FS,2025-07-27,92.7,-2.88,5.62,"Skenes, Paul",606466,694973,,ball,,,,,13.0,Ball,R,L,R,PIT,AZ,B,,,1,0,2025,-0.86,-0.42,-0.8110254184156703,1.4959516421589094,,,,1,1,Top,,,,,,,7.239361970430068,-134.7490251770499,-3.8299295451281896,-12.0833072264791,29.903474935126187,-36.64950818592024,3.63,1.7,,,,93.3,1425.0,6.8,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.74,,,,,,,,2,2,Split-Finger,0,0,0,0,0,0,0,0,Standard,Standard,253.0,-0.005,0.071,,,,-0.071,,0,0,0.52,0.48,23,31,23,32,1,0,6.0,1.0,6.0,1.0,3.08,0.86,-0.86,24.0,,,,,,Ketel Marte
CU,2025-07-27,84.5,-2.96,5.68,"Skenes, Paul",606466,694973,,ball,,,,,14.0,Ball,R,L,R,PIT,AZ,B,,,0,0,2025,0.22,-0.1,0.8530851878668078,0.7579041784068385,,,,1,1,Top,,,,,,,8.501714323838456,-122.85638196584328,-4.949443554574155,0.5947764311871275,23.25279204688672,-32.46943701501214,3.6,1.7,,,,85.2,2391.0,6.7,776984,680779,687462,693304,663647,643396,502054,665833,669261,53.83,,,,,,,,2,1,Curveball,0,0,0,0,0,0,0,0,Standard,Standard,79.0,-0.002,0.039,,,,-0.039,,0,0,0.522,0.478,23,31,23,32,1,0,6.0,1.0,6.0,1.0,3.29,-0.22,0.22,27.2,,,,,,Ketel Marte
FF,2025-07-06,96.8,-2.08,5.49,"Skenes, Paul",677594,694973,strikeout,called_strike,,,,,9.0,Julio Rodríguez called out on strikes.,R,R,R,SEA,PIT,S,2.0,,3,2,2025,-1.25,1.18,0.5194728948639378,1.6287793815000304,,,641487.0,2,5,Bot,,,,,,,9.794693200702229,-140.56612191170106,-7.500596131275017,-18.72903765522183,28.917525083594622,-14.950342356598952,3.15,1.47,,,,97.3,2157.0,6.5,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.02,,0.0,0.0,1.0,0.0,0.0,,39,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,235.0,-0.035,-0.295,,,,0.295,,0,0,0.535,0.535,23,24,23,25,3,2,5.0,1.0,5.0,2.0,1.24,1.25,1.25,26.7,,,,,,Julio Rodríguez
CH,2025-07-06,88.8,-2.27,5.63,"Skenes, Paul",677594,694973,,ball,,,,,13.0,Ball,R,R,R,SEA,PIT,B,,,2,2,2025,-1.39,0.5,-1.0610717941527434,1.2464064289381815,,,641487.0,2,5,Bot,,,,,,,5.848500120493606,-129.19408031946733,-5.774579005173942,-16.762661928677073,23.817573683112677,-25.6668793223394,3.31,1.51,,,,89.1,1940.0,6.2,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.28,,,,,,,,39,5,Changeup,0,0,0,0,0,0,0,0,Standard,Standard,261.0,0.007,0.079,,,,-0.079,,0,0,0.528,0.528,23,24,23,25,3,2,5.0,1.0,5.0,2.0,2.37,1.39,1.39,22.3,,,,,,Julio Rodríguez
SL,2025-07-06,86.3,-2.22,5.47,"Skenes, Paul",677594,694973,,swinging_strike,,,,,5.0,Swinging Strike,R,R,R,SEA,PIT,S,,,2,1,2025,0.29,0.68,0.1980160508628548,2.1429545160478636,,,641487.0,2,5,Bot,,,,,,,5.189762595448391,-125.67065453192453,-3.0956456155766725,1.977840279345373,25.671964528637844,-24.511071957754297,3.38,1.51,,,,86.5,2308.0,6.4,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.12,,,,,,,,39,4,Slider,0,0,0,0,0,0,0,0,Standard,Standard,120.0,-0.006,-0.093,76.0,9.3,,0.093,,0,0,0.534,0.534,23,24,23,25,3,2,5.0,1.0,5.0,2.0,2.37,-0.29,-0.29,24.9,24.974356377297383,-48.7826036454246,29.696020765882285,38.50099304269562,59.32250398785756,Julio Rodríguez
FF,2025-07-06,98.0,-2.13,5.62,"Skenes, Paul",677594,694973,,ball,,,,,11.0,Ball,R,R,R,SEA,PIT,B,,,1,1,2025,-1.36,0.97,-1.2710380744902805,3.6288888731710793,,,641487.0,2,5,Bot,,,,,,,5.467030842655534,-142.66864527994002,-2.185827671566174,-19.88440047488705,30.412128692112073,-18.527121166211725,3.33,1.51,,,,98.5,2275.0,6.4,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.13,,,,,,,,39,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,237.0,0.005,0.054,,,,-0.054,,0,0,0.529,0.529,23,24,23,25,3,2,5.0,1.0,5.0,2.0,1.38,1.36,1.36,26.8,,,,,,Julio Rodríguez
SL,2025-07-06,85.9,-2.2,5.52,"Skenes, Paul",677594,694973,,swinging_strike,,,,,9.0,Swinging Strike,R,R,R,SEA,PIT,S,,,1,0,2025,-0.02,0.73,0.8061261406303938,1.5040544322148806,,,641487.0,2,5,Bot,,,,,,,7.16563951389882,-124.96970792637543,-4.84283648834001,-1.377456191758704,21.189620039329707,-23.73105782914017,3.38,1.51,,,,86.7,2400.0,6.4,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.06,,,,,,,,39,2,Slider,0,0,0,0,0,0,0,0,Standard,Standard,118.0,-0.005,-0.05,73.5,9.4,,0.05,,0,0,0.534,0.534,23,24,23,25,3,2,5.0,1.0,5.0,2.0,2.32,0.02,0.02,22.4,22.17748643078297,-43.58772018510896,31.17135070395977,46.33923054223954,55.17665247785143,Julio Rodríguez
FF,2025-07-06,98.2,-2.15,5.66,"Skenes, Paul",677594,694973,,ball,,,,,11.0,Ball,R,R,R,SEA,PIT,B,,,0,0,2025,-1.16,1.13,-1.2122182496963898,2.8669481442813662,,,641487.0,2,5,Bot,,,,,,,5.22955836240564,-143.04047098463948,-4.775606257505701,-17.08334314874207,28.508782829960623,-15.751990966708098,3.28,1.51,,,,98.9,2265.0,6.3,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.19,,,,,,,,39,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,231.0,0.003,0.035,,,,-0.035,,0,0,0.531,0.531,23,24,23,25,3,2,5.0,1.0,5.0,2.0,1.21,1.16,1.16,27.8,,,,,,Julio Rodríguez
FF,2025-07-06,98.5,-2.05,5.67,"Skenes, Paul",677594,694973,double,hit_into_play,,,,,3.0,Julio Rodríguez doubles (13) on a sharp line drive to center fielder Oneil Cruz.,R,R,R,SEA,PIT,X,8.0,line_drive,1,0,2025,-1.38,0.98,0.6924652749820492,2.913870670237358,,,,1,3,Bot,160.02,60.69,,,,,10.622815316146978,-143.0118622624499,-4.270270891923848,-21.45329851611267,34.01733574516122,-17.912705345065042,3.38,1.51,314.0,110.0,11.0,98.2,2310.0,6.3,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.2,0.899,0.943,1.25,1.0,1.0,1.0,5.0,22,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233.0,0.044,0.602,76.5,7.6,1.269,-0.602,110.0,0,0,0.533,0.533,23,24,23,25,2,1,5.0,1.0,5.0,2.0,1.39,1.38,1.38,25.7,4.510315538964714,7.37013588504148,20.02071430522863,45.32732284932395,25.163967189433315,Julio Rodríguez
SI,2025-07-06,98.4,-2.06,5.65,"Skenes, Paul",677594,694973,,ball,,,,,14.0,Ball,R,R,R,SEA,PIT,B,,,0,0,2025,-1.31,0.89,0.2200335566368612,1.438463179324689,,,,1,3,Bot,,,,,,,9.215029856880466,-142.8616184474746,-8.029776956184033,-20.065111344165263,31.332385789633435,-18.29715331982976,3.41,1.59,,,,98.5,2401.0,6.4,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.13,,,,,,,,22,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,240.0,0.003,0.039,,,,-0.039,,0,0,0.53,0.53,23,24,23,25,2,1,5.0,1.0,5.0,2.0,1.47,1.31,1.31,26.3,,,,,,Julio Rodríguez
FF,2025-07-06,99.4,-2.01,5.64,"Skenes, Paul",677594,694973,strikeout,called_strike,,,,,6.0,Julio Rodríguez called out on strikes.,R,R,R,SEA,PIT,S,2.0,,3,2,2025,-1.23,1.04,0.7070570339725955,2.470001971849801,,,641487.0,0,1,Bot,,,,,,,10.360982028631057,-144.3692870439058,-5.743263027292107,-19.482069494551837,31.40324471561693,-16.472991339108763,3.37,1.51,,,,100.0,2255.0,6.6,777205,680779,687462,693304,669707,643396,502054,665833,668804,53.93,,0.0,0.0,1.0,0.0,0.0,,6,8,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,229.0,-0.04,-0.315,,,,0.315,,0,0,0.591,0.591,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.27,1.23,1.23,26.6,,,,,,Julio Rodríguez
FF,2025-07-06,99.3,-1.96,5.54,"Skenes, Paul",677594,694973,,foul,,,,,5.0,Foul,R,R,R,SEA,PIT,S,,,3,2,2025,-1.2,0.99,0.153287717531326,2.27619976953732,,,641487.0,0,1,Bot,,,,,,,8.629791840783287,-144.38541545207377,-5.945099771605797,-18.71792604668797,28.496453677698575,-17.055085359516564,3.38,1.51,287.0,91.7,34.0,100.2,2299.0,6.5,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.01,,,,,,,,6,7,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,236.0,0.0,0.0,75.0,7.0,,0.0,91.7,0,0,0.591,0.591,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.29,1.2,1.2,25.4,-5.005374898359996,22.28945008076358,36.234345330213294,39.0930010901841,16.819761248157178,Julio Rodríguez
FF,2025-07-06,98.4,-1.96,5.54,"Skenes, Paul",677594,694973,,foul,,,,,5.0,Foul,R,R,R,SEA,PIT,S,,,3,2,2025,-1.25,0.81,-0.2142363780785869,2.5140433818376975,,,641487.0,0,1,Bot,,,,,,,7.69459155060347,-143.16735381401634,-4.726607891413715,-18.986566020947357,29.622069810000244,-20.065155299112305,3.38,1.51,301.0,93.9,31.0,99.3,2205.0,6.6,777205,680779,687462,693304,669707,643396,502054,665833,668804,53.91,,,,,,,,6,6,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,236.0,0.0,0.0,72.6,6.5,,0.0,93.9,0,0,0.591,0.591,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.52,1.25,1.25,25.3,-5.5913485096466635,19.124560244995088,33.06718584891837,34.61115571295937,19.941234020123996,Julio Rodríguez
FF,2025-07-06,98.2,-1.96,5.55,"Skenes, Paul",677594,694973,,ball,,,,,12.0,Ball,R,R,R,SEA,PIT,B,,,2,2,2025,-1.0,0.91,0.9971976036031862,2.519175612674659,,,641487.0,0,1,Bot,,,,,,,10.324965627390212,-142.7036878650517,-4.891063103599909,-15.84415425930717,28.26155787607425,-18.810011732534257,3.4,1.51,,,,98.9,2222.0,6.5,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.03,,,,,,,,6,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,232.0,0.011,0.113,,,,-0.113,,0,0,0.58,0.58,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.44,1.0,1.0,29.3,,,,,,Julio Rodríguez
FF,2025-07-06,98.5,-1.99,5.55,"Skenes, Paul",677594,694973,,swinging_strike,,,,,5.0,Swinging Strike,R,R,R,SEA,PIT,S,,,2,1,2025,-1.21,0.99,0.0966758032991266,2.439357897074832,,,641487.0,0,1,Bot,,,,,,,8.49455277965547,-143.21505712727893,-5.3510815843621975,-18.516320954024614,29.977570447238197,-17.41702220597285,3.38,1.51,,,,99.0,2221.0,6.4,777205,680779,687462,693304,669707,643396,502054,665833,668804,54.07,,,,,,,,6,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233.0,-0.008,-0.078,79.7,7.1,,0.078,,0,0,0.588,0.588,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.34,1.21,1.21,23.9,-7.544839527607951,21.85393973992785,34.17711793533626,40.15817333740101,16.934132419832157,Julio Rodríguez
FF,2025-07-06,98.2,-1.95,5.59,"Skenes, Paul",677594,694973,,ball,,,,,12.0,Ball,R,R,R,SEA,PIT,B,,,1,1,2025,-1.18,0.89,1.5853582072203525,2.544931994668931,,,641487.0,0,1,Bot,,,,,,,12.334290478324617,-142.55602193617813,-4.902457651596935,-18.673232661602324,28.4672989324678,-19.06193966193303,3.3,1.51,,,,99.1,2310.0,6.7,777205,680779,687462,693304,669707,643396,502054,665833,668804,53.85,,,,,,,,6,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,235.0,0.007,0.044,,,,-0.044,,0,0,0.581,0.581,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.46,1.18,1.18,26.4,,,,,,Julio Rodríguez
FF,2025-07-06,97.9,-1.97,5.56,"Skenes, Paul",677594,694973,,called_strike,,,,,14.0,Called Strike,R,R,R,SEA,PIT,S,,,1,0,2025,-1.08,1.08,0.883598981139299,2.303066027197703,,,641487.0,0,1,Bot,,,,,,,10.236165886686072,-142.2177782178207,-5.845754719244537,-16.924436395851117,29.141748577356243,-16.307001845859254,3.34,1.58,,,,98.6,2251.0,6.5,777205,680779,687462,693304,669707,643396,502054,665833,668804,53.99,,,,,,,,6,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,233.0,-0.007,-0.048,,,,0.048,,0,0,0.588,0.588,23,24,23,25,1,0,5.0,1.0,5.0,2.0,1.29,1.08,1.08,26.2,,,,,,Julio Rodríguez
