mlbam_id,player_name,team,age,games,BF,IP,IP_est,H,ER,RA,ERA,BB,SO,HR,HBP,WHIP,K9,BB9,pitches,Zone_pct,Whiff_pct,Chase_pct,CSW_pct,avg_velo,avg_spin_rpm,xwOBA_on_BIP,HH_pct_against,GB_pct_on_BIP
676440,Tanner Bibee,CLE,26,6,102,23,23.333,32,17,20,6.6522,0,19,6,1,1.3913,7.4348,0,351,0.5014,0.2337,0.3371,0.2764,88.3573,2354.3504,,0.4268,0.3415
701542,Will Warren,NYY,26,5,76,20.333,20.333,12,4,5,1.7705,3,16,1,0,0.7377,7.082,1.3279,282,0.5674,0.2817,0.3279,0.3262,90.5954,2652.2867,,0.4737,0.4211
607067,Colin Rea,CHC,35,6,86,20.333,20.333,19,7,9,3.0984,6,19,5,1,1.2295,8.4098,2.6557,339,0.4867,0.2333,0.2356,0.2832,89.4699,2082.4762,,0.3833,0.4333
680573,Simeon Woods Richardson,MIN,25,6,88,20,19.667,27,13,14,5.85,5,16,1,0,1.6,7.2,2.25,326,0.4847,0.2468,0.3155,0.2791,87.1988,1898.1415,,0.4179,0.4776
519242,Chris Sale,ATL,36,5,77,19.667,19.667,17,6,6,2.7458,3,15,3,0,1.0169,6.8644,1.3729,293,0.4983,0.2979,0.3333,0.3311,87.0068,2267.041,,0.4237,0.5254
592662,Robbie Ray,SF,34,6,72,19.667,18.667,7,3,3,1.3729,10,21,1,1,0.8644,9.6102,4.5763,306,0.4837,0.3099,0.2215,0.268,90.4873,2193.4885,,0.3,0.425
543135,Nathan Eovaldi,TEX,36,5,79,19.333,19.333,20,7,7,3.2586,3,16,3,0,1.1897,7.4483,1.3966,257,0.5875,0.2286,0.3396,0.2957,87.751,1938.5759,,0.4667,0.6
661563,Luis Gil,NYY,27,6,81,19.333,19.333,20,10,11,4.6552,5,24,6,0,1.2931,11.1724,2.3276,356,0.4888,0.2198,0.3571,0.2781,91.9628,2346.8583,,0.4231,0.2692
681190,Randy Vásquez,SD,27,5,74,18.333,18.333,14,10,10,4.9091,5,15,3,1,1.0364,7.3636,2.4545,276,0.5399,0.2014,0.3307,0.2899,91.5,2561.192,,0.5094,0.3585
664285,Framber Valdez,DET,32,4,70,18.333,18,17,2,3,0.9818,2,16,0,0,1.0364,7.8545,0.9818,236,0.5169,0.2377,0.3421,0.2839,88.2335,2213.25,,0.4808,0.5962
690953,Mick Abel,MIN,24,5,66,18,18,12,4,4,2,3,23,1,0,0.8333,11.5,1.5,280,0.4893,0.2922,0.3566,0.2821,90.8699,2376.7025,,0.45,0.55
681347,Mike Burrows,HOU,26,5,71,18,17.667,13,3,3,1.5,6,17,0,0,1.0556,8.5,3,280,0.5393,0.2794,0.3256,0.3107,89.6254,2151.3393,,0.3542,0.5417
681517,Kyle Leahy,STL,28,5,70,17.667,17.667,14,9,9,4.5849,5,20,3,0,1.0755,10.1887,2.5472,280,0.5607,0.1825,0.2358,0.2857,89.7692,2193.4332,,0.3778,0.6444
650633,Michael King,SD,30,5,84,17.667,17.667,26,20,20,10.1887,7,17,9,1,1.8679,8.6604,3.566,338,0.5178,0.2298,0.2515,0.2633,88.6855,2371.8314,,0.5085,0.4068
671096,Andrew Abbott,CIN,26,6,89,17.667,17.667,28,23,25,11.717,8,22,6,1,2.0377,11.2075,4.0755,362,0.4392,0.2934,0.2906,0.2845,87.8506,2400.4392,,0.5,0.4138
813349,Connelly Early,BOS,23,5,68,17,17.333,11,3,4,1.5882,5,16,0,2,0.9412,8.4706,2.6471,254,0.5354,0.296,0.2797,0.2953,88.8319,2155.9956,,0.4,0.4667
669194,Ryne Nelson,AZ,28,5,65,17,16.667,13,6,6,3.1765,2,23,3,1,0.8824,12.1765,1.0588,260,0.5346,0.3106,0.314,0.3115,92.0173,2422.3692,,0.5128,0.4872
696270,Ryan Johnson,LAA,23,5,72,16.667,17.333,15,7,7,3.78,4,18,1,1,1.14,9.72,2.16,276,0.4746,0.2406,0.3241,0.2935,88.75,2236.3358,,0.3673,0.5918
663436,Davis Martin,CWS,29,5,66,16.667,16.667,9,6,6,3.24,8,13,1,1,1.02,7.02,4.32,254,0.4606,0.2523,0.2263,0.2677,90.4555,2430.5709,,0.3409,0.5227
806960,Luis Morales,ATH,23,5,78,16.333,16.667,20,13,14,7.1633,10,15,3,0,1.8367,8.2653,5.5102,304,0.4572,0.2031,0.2061,0.2401,92.3609,2538.2473,,0.5472,0.4528
682227,Brandon Williamson,CIN,27,5,63,16.333,16,12,3,3,1.6531,3,15,2,1,0.9184,8.2653,1.6531,247,0.4818,0.192,0.3516,0.2672,88.0691,2264.3984,,0.3409,0.2727
641743,Anthony Kay,CWS,30,5,66,16.333,16,13,4,4,2.2041,6,15,3,1,1.1633,8.2653,3.3061,266,0.4398,0.2891,0.3087,0.2782,90.5845,2268.7283,,0.3864,0.3636
660761,José Suarez,ATL,28,5,65,16,15.667,11,6,6,3.375,8,14,2,0,1.1875,7.875,4.5,242,0.4628,0.3364,0.2538,0.3058,86.7092,2160.645,,0.4651,0.5349
702070,Noah Cameron,KC,26,5,74,16,15.667,23,11,11,6.1875,5,11,4,2,1.75,6.1875,2.8125,291,0.4674,0.2444,0.2387,0.2509,86.3048,2146.1134,,0.4286,0.375
666142,Cole Ragans,KC,28,5,73,16,15.333,21,13,13,7.3125,5,23,2,2,1.625,12.9375,2.8125,279,0.4803,0.3355,0.3379,0.2867,90.2373,2398.0502,,0.4651,0.3256
700712,Walbert Urena,LAA,22,6,63,15.667,16,13,8,8,4.5957,5,14,0,1,1.1489,8.0426,2.8723,243,0.4486,0.3519,0.306,0.3292,94.3185,2154.6626,,0.3023,0.6744
678368,Valente Bellozo,COL,26,5,65,15.667,16,14,11,12,6.3191,4,9,3,1,1.1489,5.1702,2.2979,256,0.4766,0.1905,0.2985,0.25,84.8462,2216.4822,,0.3529,0.3333
663554,Casey Mize,DET,28,5,75,15.333,15.667,18,12,15,7.0435,10,12,3,3,1.8261,7.0435,5.8696,285,0.4772,0.2128,0.2886,0.2246,90.0968,2089.9404,,0.32,0.5
656641,Jacob Latz,TEX,29,5,72,15.333,15.333,18,14,16,8.2174,8,15,3,0,1.6957,8.8043,4.6957,253,0.4348,0.2941,0.3427,0.3162,87.4101,2192.489,,0.3673,0.2857
666201,Alek Manoah,LAA,28,5,76,15.333,14.333,23,16,16,9.3913,14,13,5,0,2.413,7.6304,8.2174,307,0.4332,0.2348,0.2529,0.2573,87.3778,2117.8008,,0.4694,0.2653
676282,Joey Cantillo,CLE,26,5,67,15,15.667,17,12,14,7.2,4,15,3,0,1.4,9,2.4,281,0.516,0.2713,0.2279,0.274,85.952,1884.6833,,0.3542,0.3958
800048,Parker Messick,CLE,25,4,62,15,15.333,13,6,6,3.6,4,11,4,0,1.1333,6.6,2.4,238,0.542,0.1949,0.2477,0.2479,88.534,2096.8361,,0.5319,0.4681
669461,Matthew Liberatore,STL,26,4,56,15,15,10,3,3,1.8,2,19,1,0,0.8,11.4,1.2,209,0.5167,0.3738,0.3267,0.3397,89.2794,2234.5215,,0.4857,0.4286
676106,Emerson Hancock,SEA,26,5,63,15,15,16,9,9,5.4,1,21,1,1,1.1333,12.6,0.6,252,0.5714,0.371,0.2778,0.3452,89.6912,2372.8153,,0.45,0.325
676979,Garrett Crochet,BOS,26,4,62,14.667,14.667,15,12,12,7.3636,3,8,2,2,1.2273,4.9091,1.8409,224,0.4062,0.2477,0.3459,0.2768,91.0751,2347.8571,,0.3469,0.449
656876,Drew Rasmussen,TB,30,4,62,14.667,14.333,18,8,9,4.9091,4,11,3,0,1.5,6.75,2.4545,214,0.5187,0.1636,0.3398,0.2617,91.7178,2338.3684,,0.383,0.4468
691587,Eury Pérez,MIA,22,4,61,14.667,11.333,13,9,9,5.5227,7,20,3,0,1.3636,12.2727,4.2955,196,0.4541,0.3882,0.271,0.3316,91.0062,2401.8041,,0.4194,0.5806
605135,Chris Bassitt,BAL,37,4,62,14.333,14.667,9,4,5,2.5116,8,9,1,1,1.186,5.6512,5.0233,250,0.496,0.1504,0.2222,0.216,86.0129,2084.0931,,0.3409,0.5455
678394,Brayan Bello,BOS,26,4,58,14.333,14.667,15,9,9,5.6512,2,17,1,0,1.186,10.6744,1.2558,215,0.5256,0.3333,0.3137,0.3256,90.2671,2059.1737,,0.359,0.4103
621112,Paul Blackburn,NYY,32,5,60,14.333,14.333,13,3,3,1.8837,7,12,1,0,1.3953,7.5349,4.3953,228,0.4693,0.2182,0.2727,0.2412,88.1732,2279.193,,0.2683,0.5366
669432,Trevor Rogers,BAL,28,4,59,14.333,14.333,13,4,4,2.5116,1,16,1,2,0.9767,10.0465,0.6279,209,0.5311,0.2991,0.3265,0.3158,87.789,2185.9167,,0.475,0.375
669923,George Kirby,SEA,28,4,64,14.333,14.333,17,6,6,3.7674,5,11,1,1,1.5349,6.907,3.1395,233,0.5021,0.2589,0.2586,0.279,91.8528,2224.176,,0.5106,0.4681
608331,Max Fried,NYY,32,3,57,14.333,14.333,12,7,7,4.3953,4,12,2,0,1.1163,7.5349,2.5116,223,0.4798,0.1845,0.3103,0.2646,86.7085,2162.009,,0.439,0.4878
605182,Mike Clevinger,IND,35,5,60,14.333,14,10,8,8,5.0233,10,15,2,0,1.3953,9.4186,6.2791,235,0.4723,0.3514,0.2339,0.2809,90.0247,2128.4383,,0.3429,0.3429
676917,Cade Cavalli,WSH,27,4,51,14,14.667,4,0,1,0,2,10,0,2,0.4286,6.4286,1.2857,186,0.5161,0.1605,0.2889,0.2796,91.3787,2276.9828,,0.3514,0.5946
670810,Logan Gillaspie,SD,28,5,68,14,14.333,18,10,10,6.4286,8,12,5,0,1.8571,7.7143,5.1429,237,0.4979,0.2358,0.2941,0.2574,90.1084,2089.9662,,0.5,0.4792
656794,Sean Newcomb,CWS,32,6,69,14,14.333,20,13,15,8.3571,5,13,4,1,1.7857,8.3571,3.2143,266,0.5526,0.189,0.2185,0.2481,88.4139,2379.9774,,0.56,0.52
671737,Taj Bradley,MIN,24,4,59,14,14,15,7,7,4.5,5,19,2,0,1.4286,12.2143,3.2143,225,0.5467,0.2703,0.2549,0.2844,91.8098,2177.9156,,0.4857,0.3429
669467,Andre Pallante,STL,27,4,54,14,13.667,8,4,4,2.5714,5,11,1,1,0.9286,7.0714,3.2143,203,0.4384,0.2809,0.2368,0.266,88.7848,2148.5602,,0.2973,0.5405
801403,Chase Dollander,COL,24,5,66,14,13.667,18,10,11,6.4286,7,10,0,3,1.7857,6.4286,4.5,249,0.502,0.2477,0.2339,0.2892,93.3231,2435.3441,,0.5,0.5435
669373,Tarik Skubal,DET,29,4,56,13.667,14.333,15,6,7,3.9512,1,17,1,0,1.1707,11.1951,0.6585,209,0.4593,0.2689,0.4956,0.2871,91.9081,2182.4785,,0.3947,0.4474
453286,Max Scherzer,TOR,41,3,49,13.667,14,4,0,0,0,5,9,0,0,0.6585,5.9268,3.2927,178,0.5562,0.2526,0.3418,0.2978,89.0949,2264.6292,,0.3714,0.3714
666157,Nick Lodolo,CIN,28,4,62,13.667,14,17,9,10,5.9268,3,18,3,1,1.4634,11.8537,1.9756,236,0.5424,0.2404,0.2222,0.2924,89.6822,2362.7754,,0.45,0.625
801739,Carlos Lagrange,NYY,22,4,51,13.667,13.667,6,1,2,0.6585,4,13,1,1,0.7317,8.561,2.6341,196,0.4643,0.3846,0.3048,0.3571,93.4296,2407.6888,,0.2424,0.4242
650644,Aaron Civale,ATH,30,3,56,13.667,13.667,16,8,8,5.2683,0,18,4,0,1.1707,11.8537,0,216,0.5046,0.301,0.3178,0.3565,86.0648,2584,,0.4737,0.3158
664074,Cody Ponce,TOR,31,5,50,13.667,13.333,7,1,1,0.6585,4,12,0,0,0.8049,7.9024,2.6341,215,0.4233,0.2703,0.2984,0.2465,91.3146,2140.3198,,0.4412,0.4412
686799,Jack Kochanowicz,LAA,25,4,53,13.667,13.333,11,3,3,1.9756,4,11,2,0,1.0976,7.2439,2.6341,222,0.4685,0.2973,0.3136,0.2793,93.1213,2314.2489,,0.4211,0.5263
663562,Noah Davis,PIT,28,4,62,13.667,13.333,15,12,12,7.9024,2,12,5,5,1.2439,7.9024,1.3171,213,0.4977,0.2105,0.243,0.2676,87.3521,2217.1455,,0.3256,0.3488
686701,Ryan Bergert,OMA,26,5,59,13.667,13,16,11,11,7.2439,5,9,6,1,1.5366,5.9268,3.2927,210,0.4571,0.3137,0.3158,0.2762,90.4386,2357.8333,,0.4545,0.4091
677952,Braxton Ashcraft,PIT,26,4,55,13.333,13.667,13,3,4,2.025,1,16,1,1,1.05,10.8,0.675,204,0.5147,0.2474,0.303,0.3186,92.1431,2405.1961,,0.4595,0.4595
681867,Cooper Criswell,SEA,29,5,54,13.333,13.667,12,4,5,2.7,2,15,1,1,1.05,10.125,1.35,221,0.5023,0.2818,0.3091,0.2986,86.1286,2064.5648,,0.5,0.4444
663623,Jake Irvin,WSH,29,4,53,13.333,13.333,10,2,2,1.35,4,15,1,0,1.05,10.125,2.7,204,0.4951,0.2366,0.2816,0.2941,86.4265,2366.4608,,0.3824,0.4118
700241,Michael McGreevy,STL,25,4,56,13.333,13.333,13,4,4,2.7,2,11,2,1,1.125,7.425,1.35,218,0.4679,0.2371,0.3017,0.2844,85.9578,2224.2615,,0.3333,0.381
594835,Marco Gonzales,ELP,34,5,74,13.333,13.333,25,16,17,10.8,9,13,1,2,2.55,8.775,6.075,285,0.4807,0.2205,0.2365,0.2386,85.9571,2103.1128,,0.38,0.34
592791,Jameson Taillon,CHC,34,5,74,13.333,13.333,26,26,26,17.55,9,12,10,0,2.625,8.1,6.075,267,0.4944,0.1917,0.2593,0.2322,86.4521,2334.2809,,0.5472,0.2453
693821,Bryce Elder,ATL,26,4,53,13.333,12.667,12,7,7,4.725,5,12,0,1,1.275,8.1,3.375,218,0.4633,0.2473,0.2564,0.2615,88.4286,2117.3917,,0.4,0.5714
669372,J.T. Ginn,ATH,26,5,60,13.333,12.667,14,14,14,9.45,7,14,2,3,1.575,9.45,4.725,231,0.4286,0.2062,0.2197,0.2251,91.387,1952.013,,0.5278,0.5
605288,Adrian Houser,SF,33,3,53,13,13.333,11,5,5,3.4615,4,11,3,0,1.1538,7.6154,2.7692,187,0.4813,0.2024,0.2474,0.2781,91.3754,2122.5508,,0.5263,0.5789
596271,Casey Lawrence,TAC,38,5,61,13,13.333,18,12,13,8.3077,3,13,4,2,1.6154,9,2.0769,219,0.5205,0.2526,0.2476,0.3288,83.6388,2259.2694,,0.5349,0.4884
606996,Kyle Hart,SD,33,7,50,13,13,9,0,2,0,3,14,0,1,0.9231,9.6923,2.0769,183,0.5956,0.2976,0.2838,0.3607,87.2027,1979.8962,,0.25,0.4688
694738,Landen Roupp,SF,27,5,55,13,13,11,6,6,4.1538,7,15,1,0,1.3846,10.3846,4.8462,243,0.4198,0.2747,0.234,0.3045,87.6382,2359.5451,,0.4242,0.4545
684007,Shota Imanaga,CHC,32,4,54,13,13,13,7,7,4.8462,1,13,5,0,1.0769,9,0.6923,218,0.4679,0.344,0.3966,0.2982,87.1166,2130.6231,,0.3333,0.3077
623454,Drew Anderson,DET,31,6,51,13,12.667,9,1,1,0.6923,5,17,0,0,1.0769,11.7692,3.4615,217,0.4747,0.3053,0.307,0.2949,89.7903,2171.7824,,0.2069,0.3793
663978,Chris Paddack,MIA,30,5,47,13,12.667,7,1,2,0.6923,3,12,0,1,0.7692,8.3077,2.0769,200,0.47,0.2523,0.3491,0.25,87.8774,2050.5779,,0.3226,0.6129
663556,Shane McClanahan,TB,28,4,51,13,12.667,8,3,3,2.0769,5,15,1,1,1,10.3846,3.4615,192,0.4375,0.3034,0.3148,0.2865,89.3573,2036.974,,0.5,0.3667
668909,Gavin Williams,CLE,26,4,56,12.667,13.667,14,8,10,5.6842,2,16,2,1,1.2632,11.3684,1.4211,218,0.4312,0.3119,0.3548,0.3073,89.9898,2235.7701,,0.3514,0.3514
605280,Clay Holmes,NYM,32,3,47,12.667,13,6,4,4,2.8421,3,13,1,1,0.7105,9.2368,2.1316,182,0.511,0.2692,0.2135,0.3077,89.2566,2316.0989,,0.4333,0.6333
680570,Grayson Rodriguez,LAA,26,4,55,12.667,13,8,7,7,4.9737,10,12,1,1,1.4211,8.5263,7.1053,239,0.3849,0.2685,0.2789,0.251,88.329,2198,,0.4688,0.5312
625643,Reynaldo López,ATL,32,4,55,12.667,12.667,11,4,4,2.8421,6,14,0,0,1.3421,9.9474,4.2632,209,0.4545,0.2184,0.307,0.2967,85.333,2069.6392,,0.3143,0.2286
527048,Martín Pérez,GWN,34,4,55,12.667,12.667,13,4,5,2.8421,3,10,2,2,1.2632,7.1053,2.1316,185,0.5243,0.2069,0.2727,0.2757,86.9185,1979.3098,,0.375,0.525
680732,Sean Burke,CWS,26,4,55,12.667,12.667,12,7,7,4.9737,5,10,2,1,1.3421,7.1053,3.5526,195,0.4769,0.2247,0.3431,0.3231,89.2711,2417.0412,,0.4103,0.3333
686613,Hunter Brown,HOU,27,4,50,12.667,12.333,6,4,4,2.8421,7,20,0,0,1.0263,14.2105,4.9737,216,0.5093,0.3333,0.2547,0.3519,92.6019,2209.6944,,0.4348,0.4348
675660,Shane Drohan,MIL,27,4,52,12.667,12.333,12,6,7,4.2632,4,15,1,1,1.2632,10.6579,2.8421,218,0.5046,0.2458,0.3056,0.2523,88.9064,2400.2982,,0.4375,0.4375
663903,Brady Singer,CIN,29,4,54,12.667,12,14,5,5,3.5526,7,9,0,0,1.6579,6.3947,4.9737,214,0.4766,0.1485,0.2768,0.2243,87.5776,2323.4159,,0.3421,0.4737
677958,Kumar Rocker,TEX,26,4,53,12.667,12,13,6,6,4.2632,3,14,1,1,1.2632,9.9474,2.1316,185,0.4919,0.2947,0.3191,0.2757,90.6897,2109.7459,,0.5143,0.5143
677944,Slade Cecconi,CLE,26,4,49,12.667,11.667,13,3,3,2.1316,3,14,1,0,1.2632,9.9474,2.1316,202,0.5,0.297,0.3069,0.302,89.755,2420.6089,,0.3438,0.5312
695418,Brad Lord,WSH,26,5,50,12.333,13,11,3,4,2.1892,3,8,0,1,1.1351,5.8378,2.1892,174,0.4483,0.2556,0.3646,0.2644,90.5374,2362.8161,,0.3684,0.5789
669387,Carmen Mlodzinski,PIT,27,4,56,12.333,12.667,15,4,5,2.9189,2,14,1,2,1.3784,10.2162,1.4595,201,0.5771,0.234,0.2118,0.2935,90.158,2074.755,,0.3947,0.5789
663465,Kolby Allard,COL,28,6,53,12.333,12.667,11,6,7,4.3784,5,9,2,2,1.2973,6.5676,3.6486,188,0.516,0.2,0.2308,0.2872,85.4378,1925.5372,,0.4865,0.4324
677960,Ryan Weathers,NYY,26,4,64,12.333,12.667,23,16,17,11.6757,3,17,3,2,2.1081,12.4054,2.1892,250,0.46,0.3276,0.3259,0.332,91.0835,2393.0924,,0.4524,0.5714
656550,Grant Holmes,ATL,29,4,46,12.333,12.333,3,0,0,0,6,16,0,1,0.7297,11.6757,4.3784,191,0.3665,0.407,0.3388,0.3037,88.6565,2414.1488,,0.4783,0.3913
596295,Austin Gomber,RR,32,4,56,12.333,12.333,15,8,8,5.8378,6,8,5,0,1.7027,5.8378,4.3784,228,0.4035,0.2095,0.3162,0.25,85.7745,2031.5204,,0.3333,0.5238
693855,Ian Seymour,TB,27,5,45,12.333,12,7,3,3,2.1892,3,13,0,0,0.8108,9.4865,2.1892,173,0.526,0.3218,0.3171,0.3179,86.489,1994.6358,,0.3103,0.3448
693313,Carson Seymour,SF,27,6,51,12.333,12,8,4,5,2.9189,5,10,0,2,1.0541,7.2973,3.6486,198,0.4646,0.202,0.2736,0.2374,93.8025,2171.2704,,0.3529,0.5294
688107,Robert Gasser,MIL,26,4,53,12.333,12,14,7,7,5.1081,4,14,3,1,1.4595,10.2162,2.9189,205,0.4927,0.2717,0.3173,0.322,88.9683,2217.7854,,0.5294,0.5
663567,Peter Lambert,HOU,28,5,54,12.333,11.667,16,4,4,2.9189,5,8,0,0,1.7027,5.8378,3.6486,211,0.4455,0.2404,0.2735,0.2133,90.1322,2341.396,,0.4878,0.3171
663460,Kris Bubic,KC,28,4,51,12,12.333,10,1,2,0.75,6,14,0,0,1.3333,10.5,4.5,194,0.4691,0.3011,0.3107,0.3093,88.6077,2153.3969,,0.4839,0.6452
695076,Rhett Lowder,CIN,24,4,55,12,12.333,13,5,8,3.75,6,15,0,0,1.5833,11.25,4.5,202,0.5545,0.2967,0.2556,0.3317,89.9579,2348.005,,0.5,0.5294
683004,Jack Leiter,TEX,25,4,52,12,12,15,6,6,4.5,3,12,5,0,1.5,9,2.25,190,0.4895,0.2755,0.3402,0.2737,93.1688,2384.0529,,0.5946,0.2973
669684,Chris Murphy,CWS,27,6,46,12,11.667,10,3,3,2.25,3,11,1,0,1.0833,8.25,2.25,164,0.4939,0.2381,0.3012,0.2805,86.9811,2290.8963,,0.5312,0.4375
702275,JR Ritchie,ATL,22,4,43,12,11.667,2,3,3,2.25,5,14,1,2,0.5833,10.5,3.75,173,0.5202,0.2469,0.2771,0.2832,89.6734,2230.422,,0.4091,0.4545
695505,Chase Burns,CIN,23,5,52,12,11.667,10,7,7,5.25,7,15,2,0,1.4167,11.25,5.25,220,0.4455,0.3981,0.3033,0.3,94.0741,2437.3545,,0.3333,0.2667
676606,Nick Margevicius,SAC,29,5,52,12,11.667,18,7,8,5.25,1,6,0,0,1.5833,4.5,0.75,175,0.6057,0.1562,0.2029,0.2171,88.5282,1931.1329,,0.4222,0.3556
624522,Keegan Thompson,COL,30,5,58,12,11.667,18,10,10,7.5,5,4,2,1,1.9167,3,3.75,203,0.4729,0.1648,0.2243,0.2167,87.9547,2406.3054,,0.4792,0.3125
669445,Adam Laskey,COL,27,4,50,12,11.333,16,4,4,3,1,11,1,0,1.4167,8.25,0.75,201,0.4925,0.2043,0.2549,0.2637,86.1199,2038.9104,,0.3947,0.4737
601713,Nick Pivetta,SD,33,4,56,12,10.667,19,11,12,8.25,6,9,4,0,2.0833,6.75,4.5,208,0.4663,0.1863,0.3243,0.2452,88.9749,2393.4757,,0.4878,0.2927
657746,Joe Ryan,MIN,29,2,49,12,9,10,2,2,1.5,4,8,1,0,1.1667,6,3,127,0.5512,0.2174,0.2982,0.2756,87.5409,2268.3386,,0.6154,0.3846
669160,Dustin May,STL,28,3,45,11.667,12,7,2,2,1.5429,4,7,0,0,0.9429,5.4,3.0857,184,0.4674,0.1959,0.3265,0.212,92.1375,2508.0217,,0.4412,0.7059
691946,George Klassen,LAA,24,4,51,11.667,12,9,5,5,3.8571,5,10,3,3,1.2,7.7143,3.8571,193,0.4611,0.3012,0.2404,0.2694,92.6098,2080.1927,,0.5152,0.4242
641585,J.P. France,SUG,30,5,46,11.667,11.667,8,5,5,3.8571,3,13,1,0,0.9429,10.0286,2.3143,189,0.4656,0.2857,0.2772,0.291,86.4933,2522.6951,,0.4667,0.3667
608566,Germán Márquez,SD,31,4,54,11.667,11.667,13,12,12,9.2571,5,15,2,2,1.5429,11.5714,3.8571,207,0.4783,0.2708,0.2963,0.285,90.6034,2298.5631,,0.4062,0.375
663372,Ryan Feltner,COL,29,5,58,11.667,11.667,14,13,13,10.0286,10,14,1,0,2.0571,10.8,7.7143,224,0.433,0.25,0.252,0.2857,90.5571,2415.9809,,0.5,0.3824
666200,Jesús Luzardo,PHI,28,3,47,11.667,11.333,12,3,3,2.3143,2,13,1,0,1.2,10.0286,1.5429,182,0.522,0.2911,0.2759,0.3352,89.7978,2113.3222,,0.3125,0.5625
668964,Tobias Myers,NYM,27,5,46,11.667,11.333,8,3,3,2.3143,5,14,1,0,1.1143,10.8,3.8571,185,0.5297,0.2738,0.3103,0.3189,85.6297,2055.9622,,0.2593,0.3704
691725,Andrew Painter,PHI,22,4,43,11.667,11.333,7,3,3,2.3143,2,8,1,0,0.7714,6.1714,1.5429,166,0.5,0.2989,0.2771,0.2771,91.5175,2271.4036,,0.3636,0.3939
676962,Ben Brown,CHC,26,5,51,11.667,11.333,11,4,4,3.0857,3,17,0,3,1.2,13.1143,2.3143,180,0.4333,0.3488,0.4118,0.3722,93.3744,2182.2167,,0.3214,0.6071
694819,Jacob Misiorowski,MIL,23,3,50,11.667,11.333,10,7,7,5.4,5,15,1,1,1.2857,11.5714,3.8571,215,0.4558,0.3299,0.2821,0.3116,93.3502,2426.9442,,0.4483,0.4483
686790,Trevor McDonald,SF,25,6,50,11.667,11.333,12,9,9,6.9429,2,14,4,2,1.2,10.8,1.5429,182,0.511,0.2976,0.2809,0.3022,90.9829,2390.0562,,0.3438,0.75
656924,Ryder Ryan,OKC,30,7,45,11.667,11,9,5,5,3.8571,4,11,1,1,1.1143,8.4857,3.0857,186,0.4355,0.2907,0.3048,0.3011,88.5384,2295.859,,0.3448,0.4138
667755,José Soriano,LAA,27,4,49,11.667,11,10,7,7,5.4,6,13,0,1,1.3714,10.0286,4.6286,207,0.5169,0.2708,0.23,0.2947,94.7281,2128.9939,,0.4483,0.4828
621111,Walker Buehler,ELP,31,3,48,11.667,10.667,10,4,4,3.0857,4,13,0,2,1.2,10.0286,3.0857,192,0.4948,0.314,0.299,0.3177,86.7292,2238.7917,,0.3793,0.4483
657022,Trey Supak,TEX,29,4,43,11.333,11.667,8,2,3,1.5882,1,6,1,0,0.7941,4.7647,0.7941,157,0.5096,0.1688,0.2857,0.2548,85.8414,2126.1146,,0.3056,0.5278
656605,Mitch Keller,PIT,29,4,52,11.333,11.667,11,7,7,5.5588,7,15,3,0,1.5882,11.9118,5.5588,213,0.4742,0.2524,0.2768,0.2629,88.0802,2230.4151,,0.4333,0.4333
699151,Jedixson Paez,CWS,22,7,52,11.333,11.667,12,8,8,6.3529,5,11,1,0,1.5,8.7353,3.9706,205,0.4098,0.2885,0.3471,0.278,85.6946,2323.9064,,0.3333,0.3056
665795,Edward Cabrera,CHC,27,4,50,11.333,11.667,13,8,9,6.3529,2,12,2,0,1.3235,9.5294,1.5882,210,0.5238,0.2037,0.32,0.281,92.309,2112.6333,,0.6389,0.4167
670912,Johan Oviedo,BOS,27,4,47,11.333,11.333,8,2,2,1.5882,6,14,0,1,1.2353,11.1176,4.7647,176,0.5057,0.2133,0.2069,0.2784,89.0691,2293.2,,0.2308,0.4615
669302,Logan Gilbert,SEA,28,4,52,11.333,11.333,11,3,3,2.3824,6,12,1,2,1.5,9.5294,4.7647,196,0.4439,0.3763,0.2936,0.3112,89.0862,1968.0867,,0.375,0.4375
680232,Jackson Wolf,SD,26,7,46,11.333,11.333,7,3,3,2.3824,6,8,0,0,1.1471,6.3529,4.7647,178,0.4663,0.25,0.2842,0.3034,86.2149,2142.3029,,0.2812,0.3125
681751,Lazaro Estrada,TOR,26,6,45,11.333,11,13,6,6,4.7647,2,4,3,0,1.3235,3.1765,1.5882,161,0.5093,0.1889,0.3671,0.2236,87.554,2100.2547,,0.4359,0.3333
605488,Jeffrey Springs,ATH,33,3,56,11.333,9,13,10,10,7.9412,9,11,2,0,1.9412,8.7353,7.1471,179,0.4637,0.2113,0.1562,0.2346,86.076,2056.1341,,0.2593,0.4074
687273,Quinn Mathews,STL,25,4,51,11,11.333,7,5,6,4.0909,7,16,1,3,1.2727,13.0909,5.7273,203,0.4187,0.3793,0.2458,0.2857,89.167,2055.9015,,0.2,0.48
805673,Zebby Matthews,STP,25,3,50,11,11.333,12,7,9,5.7273,4,9,0,0,1.4545,7.3636,3.2727,200,0.555,0.1881,0.2697,0.25,90.206,2138.385,,0.3243,0.4595
685299,Tanner Gordon,ABQ,28,4,43,11,11,8,2,2,1.6364,2,12,1,0,0.9091,9.8182,1.6364,146,0.5342,0.2237,0.3235,0.2671,88.4726,2185.5822,,0.2759,0.4483
