mlbam_id,player_name,team,age,games,PA,AB,H,1B,2B,3B,HR,R,RBI,SB,BB,SO,HBP,SF,SH,GIDP,AVG,OBP,SLG,OPS,K_pct,BB_pct,wOBA,xwOBA_on_BIP,HH_pct,GB_pct_on_BIP,EV_avg_on_BIP,LA_avg_on_BIP,bat_speed_avg,swing_length_avg
665019,"Clemens, Kody",MIN,29,11,35,31,10,6,2,2,0,3,5,2,3,3,0,1,0,1,0.3226,0.3714,0.5161,0.8876,9%,9%,,,52%,38%,94.1821,13.6786,,
666150,"Fletcher, Dominic",PIT,28,14,35,31,8,6,1,0,1,5,2,1,2,6,2,0,0,0,0.2581,0.3429,0.3871,0.73,17%,6%,,,36%,24%,90.1565,19.8696,,
663731,"Kaiser, Connor",KC,29,16,35,33,8,5,2,0,1,5,4,0,2,16,0,0,0,0,0.2424,0.2857,0.3939,0.6797,46%,6%,,,53%,47%,92.9941,6.4706,,
672279,"Siani, Michael",OKC,26,16,35,28,4,3,1,0,0,6,0,3,7,5,0,0,0,1,0.1429,0.3143,0.1786,0.4929,14%,20%,,,30%,52%,85.3348,13.5217,,
573262,"Yastrzemski, Mike",ATL,35,12,35,28,12,5,3,0,4,11,7,0,6,7,1,0,0,1,0.4286,0.5429,0.9643,1.5071,20%,17%,,,57%,19%,92.745,23.55,,
656716,"McKinstry, Zach",DET,30,14,35,31,7,5,1,0,1,3,2,1,4,3,0,0,0,1,0.2258,0.3143,0.3548,0.6691,9%,11%,,,25%,32%,80.888,22.52,,
643565,"Tauchman, Mike",SYR,35,13,35,29,7,3,3,0,1,5,6,0,4,9,2,0,0,0,0.2414,0.3714,0.4483,0.8197,26%,11%,,,40%,45%,88.5947,12.3684,,
676480,"Barrero, José",BAL,27,14,35,33,4,1,1,0,2,4,5,0,1,13,1,0,0,0,0.1212,0.1714,0.3333,0.5048,37%,3%,,,40%,25%,88.2556,20.4444,,
656976,"Smith, Pavin",AZ,30,12,35,35,10,5,2,1,2,5,5,1,0,9,0,0,0,1,0.2857,0.2857,0.5714,0.8571,26%,0%,,,46%,46%,89.4538,9.2308,,
543510,"McCann, James",AZ,35,11,35,34,6,4,1,0,1,4,3,0,1,10,0,0,0,1,0.1765,0.2,0.2941,0.4941,29%,3%,,,42%,50%,92.3429,17.6667,,
642851,"Wynns, Austin",ATH,35,13,35,33,8,5,1,0,2,5,4,0,2,9,0,0,0,1,0.2424,0.2857,0.4545,0.7403,26%,6%,,,46%,29%,89.9045,20.3182,,
694187,"Vazquez, Daniel",KC,22,15,35,31,8,8,0,0,0,4,2,3,4,12,0,0,0,0,0.2581,0.3429,0.2581,0.6009,34%,11%,,,53%,58%,95.6263,3.9474,,
682177,"Schneemann, Daniel",CLE,29,12,34,34,9,6,3,0,0,4,2,2,0,10,0,0,0,0,0.2647,0.2647,0.3529,0.6176,29%,0%,,,42%,29%,88.7292,26.6667,,
640458,"Mercado, Óscar",RNO,31,12,34,33,8,5,3,0,0,2,3,0,1,8,0,0,0,1,0.2424,0.2647,0.3333,0.598,24%,3%,,,36%,32%,86.876,19.84,,
596103,"Slater, Austin",TOL,33,14,34,29,8,4,3,0,1,8,4,0,4,9,1,0,0,2,0.2759,0.3824,0.4828,0.8651,26%,12%,,,40%,60%,90.22,2.7,,
663897,"Williams, Luke",GWN,29,11,34,30,6,4,1,0,1,2,3,3,2,8,0,2,0,0,0.2,0.2353,0.3333,0.5686,24%,6%,,,38%,25%,87.9261,18.3478,,
703151,"Bergolla Jr., William",CWS,21,15,34,32,11,9,2,0,0,4,4,3,2,2,0,0,0,0,0.3438,0.3824,0.4062,0.7886,6%,6%,,,37%,43%,84.7733,6.0667,,
671221,"Waters, Drew",KC,27,15,34,30,6,5,0,0,1,4,4,0,3,8,0,1,0,0,0.2,0.2647,0.3,0.5647,24%,9%,,,43%,48%,90.5174,12.8696,,
694025,"Reyes, Felix",PHI,24,17,34,33,10,6,1,0,3,5,11,1,1,3,0,0,0,2,0.303,0.3235,0.6061,0.9296,9%,3%,,,50%,37%,92.5138,14.6552,,
643376,"Jansen, Danny",TEX,30,11,34,30,6,1,4,0,1,3,7,0,3,8,0,1,0,1,0.2,0.2647,0.4333,0.698,24%,9%,,,39%,48%,90.3783,14.4348,,
670351,"Rojas, Jose",SYR,33,12,34,29,2,2,0,0,0,1,2,0,4,9,1,0,0,2,0.069,0.2059,0.069,0.2748,26%,12%,,,40%,40%,88.5842,12.9474,,
682183,"Avans, Drew",COL,29,14,34,30,3,1,2,0,0,3,2,1,4,11,0,0,0,1,0.1,0.2059,0.1667,0.3725,32%,12%,,,47%,47%,93.2789,15.4211,,
669743,"Call, Alex",LAD,31,11,34,25,11,9,1,0,1,7,5,2,7,2,2,0,0,0,0.44,0.5882,0.6,1.1882,6%,21%,,,30%,30%,84.1783,23.7391,,
807727,"McAdoo, Charles",TOR,23,18,34,31,6,3,2,0,1,3,4,1,3,5,0,0,0,0,0.1935,0.2647,0.3548,0.6195,15%,9%,,,23%,15%,84.5692,31.5385,,
595879,"Báez, Javier",DET,33,13,34,34,10,7,2,0,1,3,4,2,0,5,0,0,0,1,0.2941,0.2941,0.4412,0.7353,15%,0%,,,55%,72%,95.2357,3.6429,,
669392,"Taylor, Samad",ELP,27,16,34,30,7,5,2,0,0,6,4,3,2,8,0,2,0,0,0.2333,0.2647,0.3,0.5647,24%,6%,,,25%,38%,87.9762,11.8095,,
806146,"Lombard Jr., George",NYY,20,12,34,28,5,2,1,1,1,5,6,2,6,13,0,0,0,0,0.1786,0.3235,0.3929,0.7164,38%,18%,,,60%,53%,93.82,9.4667,,
664040,"Lowe, Brandon",PIT,31,12,34,28,6,5,1,0,0,1,0,0,6,12,0,0,0,1,0.2143,0.3529,0.25,0.6029,35%,18%,,,38%,38%,92.8312,16.25,,
663698,"Bart, Joey",PIT,29,12,34,31,5,4,1,0,0,2,2,0,1,13,2,0,0,3,0.1613,0.2353,0.1935,0.4288,38%,3%,,,28%,67%,79.7389,1.2222,,
680837,"Fitzgerald, Ryan",OKC,31,18,34,30,10,5,4,1,0,8,7,0,4,7,0,0,0,0,0.3333,0.4118,0.5333,0.9451,21%,12%,,,43%,39%,91.0682,17.7727,,
683146,"Baty, Brett",NYM,26,11,34,30,10,6,3,0,1,6,6,1,4,4,0,0,0,0,0.3333,0.4118,0.5333,0.9451,12%,12%,,,46%,38%,92.5192,6.4231,,
694249,"Carrigg, Cole",COL,23,13,33,31,12,6,4,2,0,8,5,1,1,8,0,1,0,0,0.3871,0.3939,0.6452,1.0391,24%,3%,,,42%,50%,88.7125,6.25,,
672515,"Moreno, Gabriel",AZ,26,10,33,29,5,4,0,0,1,1,3,1,4,7,0,0,0,1,0.1724,0.2727,0.2759,0.5486,21%,12%,,,50%,45%,91.0273,11.2727,,
691785,"Mayer, Marcelo",BOS,23,10,33,25,5,4,0,0,1,4,2,0,8,7,0,0,0,0,0.2,0.3939,0.32,0.7139,21%,24%,,,33%,22%,88.1167,20.8333,,
680577,"Keirsey Jr., DaShawn",GWN,28,13,33,29,6,3,2,0,1,5,4,3,4,10,0,0,0,0,0.2069,0.303,0.3793,0.6823,30%,12%,,,26%,47%,85.4105,6.6316,,
689200,"Melton, Jacob",DUR,25,12,33,31,5,2,1,0,2,4,4,0,2,12,0,0,0,0,0.1613,0.2121,0.3871,0.5992,36%,6%,,,47%,47%,91.6,13.1579,,
669899,"Ward, Ryan",OKC,28,12,33,32,5,3,2,0,0,3,2,0,1,9,0,0,0,0,0.1562,0.1818,0.2188,0.4006,27%,3%,,,39%,35%,88.3217,25.8261,,
680737,"Helman, Michael",TEX,29,14,33,30,7,6,0,0,1,2,4,0,0,8,1,2,0,0,0.2333,0.2424,0.3333,0.5758,24%,0%,,,13%,29%,85.3455,23.8182,,
691723,"Mayo, Coby",BAL,24,12,33,30,10,6,3,0,1,3,12,1,1,3,0,2,0,2,0.3333,0.3333,0.5333,0.8667,9%,3%,,,38%,41%,91.1423,13.8846,,
687208,"Hickey, Nathan",BOS,26,16,33,28,4,2,0,0,2,4,5,0,5,10,0,0,0,0,0.1429,0.2727,0.3571,0.6299,30%,15%,,,28%,28%,84.9647,19.2353,,
692238,"Harber, Parks",SF,24,16,33,28,10,6,3,0,1,4,4,1,2,5,2,1,0,1,0.3571,0.4242,0.5714,0.9957,15%,6%,,,58%,50%,95.0292,12.6667,,
665966,"Narváez, Carlos",BOS,27,13,33,29,8,7,0,0,1,3,8,0,3,9,0,1,0,0,0.2759,0.3333,0.3793,0.7126,27%,9%,,,48%,48%,92.1095,1.381,,
805796,"Nimmala, Arjun",TOR,20,16,33,28,7,5,2,0,0,3,3,2,5,10,0,0,0,1,0.25,0.3636,0.3214,0.6851,30%,15%,,,44%,56%,90.0706,5.8824,,
592885,"Yelich, Christian",MIL,34,10,33,26,3,1,0,0,2,5,4,0,7,13,0,0,0,0,0.1154,0.303,0.3462,0.6492,39%,21%,,,31%,46%,83.0846,12.3077,,
641355,"Bellinger, Cody",NYY,30,12,33,31,8,6,1,1,0,2,3,2,1,4,1,0,0,0,0.2581,0.303,0.3548,0.6579,12%,3%,,,52%,48%,92.884,12.32,,
801194,"Anderson, Max",DET,23,17,33,32,9,7,2,0,0,5,4,0,1,7,0,0,0,2,0.2812,0.303,0.3438,0.6468,21%,3%,,,44%,52%,86.86,2.68,,
642201,"White, Eli",ATL,31,12,33,30,12,8,3,0,1,7,4,2,1,5,2,0,0,1,0.4,0.4545,0.6,1.0545,15%,3%,,,28%,48%,88.0875,11.875,,
689172,"Wisely, Brett",ATL,26,13,33,29,10,5,3,1,1,3,2,0,3,8,1,0,0,0,0.3448,0.4242,0.6207,1.0449,24%,9%,,,43%,43%,89.915,13.3,,
682997,"Callihan, Tyler",IND,25,16,33,28,6,3,1,0,2,8,3,0,5,8,0,0,0,1,0.2143,0.3333,0.4643,0.7976,24%,15%,,,35%,60%,89.375,3.75,,
680779,"Davis, Henry",PIT,26,12,33,27,3,2,0,0,1,3,3,0,4,4,2,0,0,0,0.1111,0.2727,0.2222,0.4949,12%,12%,,,32%,36%,86.3762,29.3333,,
593871,"Polanco, Jorge",NYM,32,10,33,27,9,7,0,0,2,6,3,0,5,5,1,0,0,0,0.3333,0.4545,0.5556,1.0101,15%,15%,,,41%,45%,89.6909,11.0455,,
686780,"Pagés, Pedro",STL,27,14,33,31,4,3,1,0,0,0,2,0,2,8,0,0,0,0,0.129,0.1818,0.1613,0.3431,24%,6%,,,26%,52%,86.7739,11.1304,,
687093,"Grissom, Vaughn",LAA,25,11,33,27,5,4,0,0,1,2,2,1,4,3,2,0,0,1,0.1852,0.3333,0.2963,0.6296,9%,12%,,,54%,50%,94.0348,9.8696,,
669236,"Jackson, Jeremiah",BAL,25,11,33,32,10,8,1,0,1,4,4,0,1,4,0,0,0,1,0.3125,0.3333,0.4375,0.7708,12%,3%,,,36%,71%,92.8,7.48,,
686475,"Tolbert, Tyler",KC,28,14,32,30,6,5,1,0,0,4,2,5,2,8,0,0,0,3,0.2,0.25,0.2333,0.4833,25%,6%,,,23%,41%,83.7909,22.5909,,
606992,"Haase, Eric",SAC,33,17,32,28,8,5,1,0,2,5,8,0,4,14,0,0,0,2,0.2857,0.375,0.5357,0.9107,44%,13%,,,29%,57%,84.9929,2.7143,,
641584,"Fraley, Jake",TB,30,12,32,24,7,5,2,0,0,5,5,2,5,2,3,0,0,0,0.2917,0.4688,0.375,0.8438,6%,16%,,,36%,50%,85.3273,8,,
678545,"Basabe, Osleivis",SF,25,19,32,31,12,6,4,2,0,5,4,0,1,8,0,0,0,1,0.3871,0.4062,0.6452,1.0514,25%,3%,,,48%,39%,91.3364,14.5909,,
650490,"Díaz, Yandy",TB,34,10,32,26,8,4,2,0,2,7,2,0,6,6,0,0,0,0,0.3077,0.4375,0.6154,1.0529,19%,19%,,,60%,45%,96.03,7.9,,
806071,"Farmelo, Jonny",SEA,21,15,32,28,6,3,2,1,0,7,1,3,4,13,0,0,0,0,0.2143,0.3125,0.3571,0.6696,41%,13%,,,40%,40%,90.6867,14,,
623205,"Velazquez, Andrew",RR,31,15,32,28,3,1,2,0,0,4,3,1,3,8,0,1,0,0,0.1071,0.1875,0.1786,0.3661,25%,9%,,,25%,35%,87.1053,19.3684,,
672613,"Alfonzo, Eliezer",OKC,26,14,32,32,7,5,2,0,0,3,3,0,0,5,0,0,0,0,0.2188,0.2188,0.2812,0.5,16%,0%,,,15%,56%,84.8333,7.8889,,
621020,"Swanson, Dansby",CHC,32,11,32,29,9,4,2,1,2,6,7,0,3,5,0,0,0,0,0.3103,0.375,0.6552,1.0302,16%,9%,,,58%,33%,93.5625,10.3333,,
694371,"Troy, Tommy",AZ,24,12,32,32,12,8,4,0,0,3,2,1,0,10,0,0,0,0,0.375,0.375,0.5,0.875,31%,0%,,,36%,59%,88.8524,7.3333,,
682877,"Brito, Juan",COL,24,13,32,26,4,3,0,0,1,1,6,0,6,11,0,0,0,0,0.1538,0.3125,0.2692,0.5817,34%,19%,,,33%,33%,87.24,26.6667,,
675455,"Tolentino, Milan",CLE,24,15,32,22,4,1,1,0,2,4,6,0,10,6,0,0,0,0,0.1818,0.4375,0.5,0.9375,19%,31%,,,50%,31%,94.7733,14.9375,,
665839,"Valdez, Enmanuel",IND,27,12,32,27,2,2,0,0,0,2,1,0,5,8,0,0,0,0,0.0741,0.2188,0.0741,0.2928,25%,16%,,,22%,44%,84.5294,9.3529,,
681047,"Franklin, Christian",WSH,26,17,32,31,8,8,0,0,0,1,1,2,1,11,0,0,0,0,0.2581,0.2812,0.2581,0.5393,34%,3%,,,40%,70%,85.745,-8.3,,
670623,"Paredes, Isaac",HOU,27,11,32,27,5,2,1,0,2,2,3,0,4,12,1,0,0,0,0.1852,0.3125,0.4444,0.7569,38%,13%,,,47%,27%,90.0733,27.2667,,
681123,"Tresh, Luca",KC,26,16,32,30,8,2,1,0,5,6,9,0,2,8,0,0,0,1,0.2667,0.3125,0.8,1.1125,25%,6%,,,55%,36%,91.8318,19.9545,,
665861,"Rivero, Sebastián",LAA,27,16,32,25,6,5,1,0,0,2,8,0,2,5,4,0,1,0,0.24,0.3871,0.28,0.6671,16%,6%,,,29%,33%,81.75,17.15,,
668885,"Martin, Austin",MIN,26,12,31,26,7,7,0,0,0,2,0,4,4,4,1,0,0,0,0.2692,0.3871,0.2692,0.6563,13%,13%,,,27%,23%,86.3952,27.4762,,
676439,"Feduccia, Hunter",TB,28,11,31,28,3,1,1,0,1,1,3,0,3,11,0,0,0,0,0.1071,0.1935,0.25,0.4435,35%,10%,,,41%,41%,86.3647,11.4706,,
656775,"Mullins, Cedric",TB,31,11,31,24,7,5,0,0,2,5,6,1,6,6,0,1,0,0,0.2917,0.4194,0.5417,0.961,19%,19%,,,16%,32%,78.7105,18.7895,,
686611,"Crews, Dylan",ROC,23,11,31,27,3,3,0,0,0,4,2,1,3,10,0,1,0,1,0.1111,0.1935,0.1111,0.3047,32%,10%,,,28%,50%,85.7722,12.7222,,
676356,"DeLuca, Jonny",TB,27,12,31,31,10,7,2,0,1,2,8,0,0,4,0,0,0,0,0.3226,0.3226,0.4839,0.8065,13%,0%,,,26%,30%,85.3556,20.8889,,
804668,"Flores Jr., Rafael",IND,25,14,31,25,2,1,1,0,0,4,2,0,6,10,0,0,0,1,0.08,0.2581,0.12,0.3781,32%,19%,,,53%,73%,90.9733,-2.1333,,
677950,"Thomas, Alek",AZ,25,10,31,27,10,4,3,1,2,7,8,1,3,6,1,0,0,0,0.3704,0.4516,0.7778,1.2294,19%,10%,,,29%,33%,90.9824,11.2941,,
681909,"Dean, Justin",IOW,29,12,31,27,4,2,2,0,0,3,1,0,2,12,2,0,0,0,0.1481,0.2581,0.2222,0.4803,39%,6%,,,27%,40%,82.3267,5.8,,
663743,"Fortes, Nick",TB,29,12,31,28,7,5,0,0,2,3,2,0,3,0,0,0,0,3,0.25,0.3226,0.4643,0.7869,0%,10%,,,54%,50%,92.2607,13.1429,,
606115,"Arcia, Orlando",STP,31,10,31,28,5,1,3,0,1,3,4,0,2,1,0,1,0,3,0.1786,0.2258,0.3929,0.6187,3%,6%,,,21%,54%,83.9846,5.7308,,
681132,"Ferguson, Max",BOS,26,17,31,28,5,2,2,0,1,3,7,2,2,10,1,0,0,1,0.1786,0.2581,0.3571,0.6152,32%,6%,,,39%,67%,86.6,2.7222,,
624414,"Arroyo, Christian",SYR,30,12,31,27,6,5,0,0,1,3,5,0,3,5,0,1,0,2,0.2222,0.2903,0.3333,0.6237,16%,10%,,,35%,39%,87.4273,13.8636,,
663656,"Tucker, Kyle",LAD,29,11,31,24,6,3,1,0,2,8,3,0,6,3,1,0,0,0,0.25,0.4194,0.5417,0.961,10%,19%,,,62%,33%,97.5,14.4,,
677347,"Paris, Kyren",SL,24,13,31,27,9,5,2,2,0,5,3,4,4,9,0,0,0,1,0.3333,0.4194,0.5556,0.9749,29%,13%,,,33%,44%,87.3765,10.4706,,
694175,"León, Pedro",LHV,27,15,31,26,6,4,2,0,0,3,3,1,4,7,1,0,0,0,0.2308,0.3548,0.3077,0.6625,23%,13%,,,42%,58%,88.2789,9.2105,,
801501,"Furman, Nate",SF,24,17,31,24,4,2,1,0,1,4,5,2,5,7,2,0,0,0,0.1667,0.3548,0.3333,0.6882,23%,16%,,,41%,53%,87.2941,9.6471,,
692405,"Rivas, Jeremy",STL,22,17,31,28,6,4,2,0,0,2,4,0,2,7,0,1,0,0,0.2143,0.2581,0.2857,0.5438,23%,6%,,,36%,36%,88.6429,20.8095,,
693307,"Dingler, Dillon",DET,27,12,31,30,7,5,1,0,1,4,5,0,0,5,0,1,0,2,0.2333,0.2258,0.3667,0.5925,16%,0%,,,46%,42%,87.7423,17.8846,,
624512,"McGuire, Reese",NAS,31,10,31,29,3,2,0,0,1,1,1,0,2,11,0,0,0,0,0.1034,0.1613,0.2069,0.3682,35%,6%,,,39%,39%,90.85,19.125,,
680862,"MacIver, Willie",RR,29,13,31,20,3,2,1,0,0,7,4,1,10,5,0,0,1,0,0.15,0.4333,0.2,0.6333,16%,32%,,,38%,44%,88.4813,13.25,,
668800,"Knizner, Andrew",SEA,31,14,31,29,5,4,1,0,0,3,0,0,2,4,0,0,0,2,0.1724,0.2258,0.2069,0.4327,13%,6%,,,52%,48%,90.504,15.08,,
686554,"Dunn, Oliver",CLT,28,15,31,27,8,3,1,1,3,6,9,1,3,9,1,0,0,0,0.2963,0.3871,0.7407,1.1278,29%,10%,,,50%,39%,93.0722,11.9444,,
661531,"Serven, Brian",ATH,30,17,31,26,4,1,2,0,1,3,5,0,3,6,1,1,0,0,0.1538,0.2581,0.3462,0.6042,19%,10%,,,57%,52%,93.1,8.55,,
815908,"Made, Jesús",MIL,18,12,31,29,9,8,0,1,0,2,6,2,1,9,1,0,0,0,0.3103,0.3548,0.3793,0.7341,29%,3%,,,50%,60%,91.3,-2.55,,
676694,"Meyers, Jake",HOU,29,11,31,30,4,3,1,0,0,1,1,1,1,12,0,0,0,0,0.1333,0.1613,0.1667,0.328,39%,3%,,,39%,33%,85.1333,17.5,,
660710,"Durán, Rodolfo",SD,28,15,31,24,6,2,1,0,3,6,8,0,6,6,1,0,0,1,0.25,0.4194,0.6667,1.086,19%,19%,,,39%,56%,90.3222,2.8889,,
678882,"Rafaela, Ceddanne",BOS,25,11,31,26,9,5,2,0,2,7,8,4,3,9,1,1,0,0,0.3462,0.4194,0.6538,1.0732,29%,10%,,,50%,33%,92.6111,16.6111,,
680890,"Biggers, Jax",HOU,28,16,31,21,2,2,0,0,0,6,3,2,9,9,1,0,0,2,0.0952,0.3871,0.0952,0.4823,29%,29%,,,8%,58%,75.8417,12.1667,,
681962,"Capra, Vinny",WOR,29,17,31,28,2,1,1,0,0,1,1,1,2,8,1,0,0,0,0.0714,0.1613,0.1071,0.2684,26%,6%,,,15%,45%,83.1842,11.1053,,
657136,"Wong, Connor",BOS,29,12,31,27,2,2,0,0,0,1,2,0,4,9,0,0,0,2,0.0741,0.1935,0.0741,0.2676,29%,13%,,,39%,61%,88.2889,6.3889,,
666018,"Aranda, Jonathan",TB,27,11,30,27,9,6,2,0,1,5,1,0,3,4,0,0,0,1,0.3333,0.4,0.5185,0.9185,13%,10%,,,52%,30%,93.5727,16.3636,,
671277,"García Jr., Luis",WSH,25,11,30,29,5,4,0,0,1,4,3,1,1,5,0,0,0,1,0.1724,0.2,0.2759,0.4759,17%,3%,,,46%,58%,88.8375,-0.5833,,
682617,"Luciano, Marco",NYY,24,14,30,25,1,1,0,0,0,1,2,0,5,10,0,0,0,1,0.04,0.2,0.04,0.24,33%,17%,,,33%,60%,84.6533,5.4667,,
686499,"Elliott, Clark",ATH,25,14,30,26,6,4,1,0,1,5,5,2,4,8,0,0,0,0,0.2308,0.3333,0.3846,0.7179,27%,13%,,,44%,44%,89.4556,10.5556,,
681987,"Eaton, Nate",BOS,29,11,30,29,9,6,2,1,0,3,4,2,1,7,0,0,0,0,0.3103,0.3333,0.4483,0.7816,23%,3%,,,36%,18%,88.8333,24,,
646240,"Devers, Rafael",SF,29,9,30,29,5,3,1,0,1,3,5,0,1,11,0,0,0,1,0.1724,0.2,0.3103,0.5103,37%,3%,,,50%,33%,90.8278,16.1667,,
641680,"Heim, Jonah",ATL,30,8,30,25,4,3,1,0,0,3,2,0,4,3,0,1,0,0,0.16,0.2667,0.2,0.4667,10%,13%,,,26%,43%,86.3952,7.1905,,
680776,"Duran, Jarren",BOS,29,10,30,25,10,5,2,0,3,8,5,2,5,6,0,0,0,0,0.4,0.5,0.84,1.34,20%,17%,,,68%,32%,95.7842,11.9474,,
670224,"Misner, Kameron",OMA,28,13,30,26,6,3,1,1,1,4,6,1,3,7,1,0,0,0,0.2308,0.3333,0.4615,0.7949,23%,10%,,,53%,26%,88.8579,12.2105,,
687637,"Beavers, Dylan",BAL,24,10,30,29,6,1,3,1,1,4,2,0,1,9,0,0,0,1,0.2069,0.2333,0.4828,0.7161,30%,3%,,,35%,25%,89.885,16.55,,
663967,"Salazar, César",HOU,29,13,30,22,4,3,1,0,0,4,0,1,4,3,3,0,1,0,0.1818,0.3793,0.2273,0.6066,10%,13%,,,10%,45%,80.8158,9.7368,,
682848,"Rodríguez, Endy",IND,25,10,30,26,8,5,1,0,2,10,6,1,4,8,0,0,0,0,0.3077,0.4,0.5769,0.9769,27%,13%,,,28%,33%,85.5,18.4118,,
808975,"Kim, Hyeseong",LAD,27,9,30,28,11,10,0,0,1,8,6,5,1,8,1,0,0,1,0.3929,0.4333,0.5,0.9333,27%,3%,,,32%,53%,89.2105,5,,
665804,"Amaya, Miguel",CHC,26,10,29,26,8,6,0,0,2,3,5,0,1,4,2,0,0,2,0.3077,0.3793,0.5385,0.9178,14%,3%,,,59%,41%,94.3227,16.5455,,
694351,"Berry, Jacob",MIA,24,12,29,23,1,1,0,0,0,1,1,0,6,7,0,0,0,1,0.0435,0.2414,0.0435,0.2849,24%,21%,,,31%,44%,89.5867,14.6667,,
595978,"Hedges, Austin",CLE,33,11,29,23,6,6,0,0,0,2,0,1,6,7,0,0,0,0,0.2609,0.4138,0.2609,0.6747,24%,21%,,,25%,38%,86.82,18.0667,,
647304,"Naylor, Josh",SEA,28,9,29,28,5,4,1,0,0,2,1,2,1,6,0,0,0,3,0.1786,0.2069,0.2143,0.4212,21%,3%,,,23%,50%,83.5682,8.5455,,
663728,"Raleigh, Cal",SEA,29,7,29,26,6,1,4,0,1,2,7,0,2,10,0,1,0,1,0.2308,0.2759,0.5,0.7759,34%,7%,,,41%,24%,89.1,28.5882,,
624641,"Sosa, Edmundo",PHI,29,10,29,26,9,8,1,0,0,5,3,1,1,2,2,0,0,1,0.3462,0.4138,0.3846,0.7984,7%,3%,,,42%,54%,89.7458,5.625,,
694812,"McDonough, Tyler",BOS,26,18,29,24,7,6,0,0,1,2,2,2,4,8,1,0,0,0,0.2917,0.4138,0.4167,0.8305,28%,14%,,,31%,50%,83.3437,7.375,,
701648,"Zavala, Aaron",TEX,25,12,29,25,12,9,0,1,2,5,7,2,4,10,0,0,0,0,0.48,0.5517,0.8,1.3517,34%,14%,,,60%,27%,94.3692,12.2308,,
807726,"Peck, John",DET,23,17,29,27,9,6,0,1,2,6,6,1,2,8,0,0,0,0,0.3333,0.3793,0.6296,1.0089,28%,7%,,,53%,37%,94.2842,5.0526,,
700246,"Williams, Carson",DUR,22,13,29,27,8,6,2,0,0,1,2,1,1,6,0,1,0,0,0.2963,0.3103,0.3704,0.6807,21%,3%,,,68%,36%,94.9591,12.2273,,
605244,"Garcia, Aramis",AZ,33,10,29,25,5,4,1,0,0,4,3,0,3,10,0,1,0,0,0.2,0.2759,0.24,0.5159,34%,10%,,,31%,25%,86.7313,30.8125,,
596117,"Stubbs, Garrett",PHI,32,10,29,23,5,3,1,1,0,5,3,2,4,6,2,0,0,0,0.2174,0.3793,0.3478,0.7271,21%,14%,,,18%,47%,87.8588,11.7059,,
645277,"Albies, Ozzie",ATL,29,10,29,28,6,2,4,0,0,6,7,0,1,8,0,0,0,0,0.2143,0.2414,0.3571,0.5985,28%,3%,,,40%,50%,88.4667,9.5,,
694580,"Alderman, Kemp",MIA,23,12,29,27,4,3,0,0,1,2,1,0,2,8,0,0,0,1,0.1481,0.2069,0.2593,0.4662,28%,7%,,,58%,32%,93.0947,11.5789,,
665833,"Cruz, Oneil",PIT,27,9,29,24,10,7,1,0,2,7,6,5,4,9,0,1,0,1,0.4167,0.4828,0.7083,1.1911,31%,14%,,,69%,25%,99.225,16.4375,,
690987,"Hassell III, Robert",ROC,24,13,29,28,8,7,1,0,0,3,1,2,1,9,0,0,0,0,0.2857,0.3103,0.3214,0.6318,31%,3%,,,47%,37%,92.9389,10.2222,,
678554,"Mead, Curtis",CWS,25,9,29,28,6,3,1,0,2,4,4,0,1,7,0,0,0,0,0.2143,0.2414,0.4643,0.7057,24%,3%,,,52%,48%,89.4381,8,,
682626,"Alvarez, Francisco",NYM,24,11,29,25,9,5,3,0,1,4,5,0,3,7,0,1,0,0,0.36,0.4138,0.6,1.0138,24%,10%,,,47%,16%,93.7632,25.8421,,
694385,"Wilken, Brock",MIL,23,15,29,24,4,3,0,0,1,2,3,0,5,11,0,0,0,0,0.1667,0.3103,0.2917,0.602,38%,17%,,,54%,31%,95.4333,23.75,,
693304,"Gonzales, Nick",PIT,26,10,29,28,10,9,1,0,0,1,2,1,1,9,0,0,0,1,0.3571,0.3793,0.3929,0.7722,31%,3%,,,32%,37%,88.5111,11.8333,,
605141,"Betts, Mookie",LAD,33,10,29,24,7,5,1,0,1,6,3,0,5,2,0,0,0,2,0.2917,0.4138,0.4583,0.8721,7%,17%,,,45%,32%,93.7773,19.8182,,
682818,"Pinango, Yohendrick",TOR,23,18,29,25,4,1,2,0,1,2,3,0,4,10,0,0,0,1,0.16,0.2759,0.36,0.6359,34%,14%,,,47%,47%,93.1714,21.0714,,
687867,"Dungan, Clay",SD,29,16,28,25,6,6,0,0,0,3,5,1,2,12,1,0,0,0,0.24,0.3214,0.24,0.5614,43%,7%,,,54%,69%,83.4615,1.8462,,
679032,"Rojas, Johan",PHI,25,10,28,24,4,3,1,0,0,1,2,3,3,8,0,0,1,1,0.1667,0.2593,0.2083,0.4676,29%,11%,,,59%,65%,85.4235,-2.6471,,
621006,"Martin, Richie",TEX,31,14,28,26,8,7,1,0,0,4,3,1,2,6,0,0,0,1,0.3077,0.3571,0.3462,0.7033,21%,7%,,,35%,60%,86.4176,-3.1111,,
668752,"Ellis, Duke",NYY,28,14,28,24,3,1,0,1,1,3,2,0,4,13,0,0,0,0,0.125,0.25,0.3333,0.5833,46%,14%,,,55%,27%,93.49,16.2,,
