mlbam_id,player_name,team,age,games,PA,AB,H,1B,2B,3B,HR,R,RBI,SB,BB,SO,HBP,SF,SH,GIDP,AVG,OBP,SLG,OPS,K_pct,BB_pct,wOBA,xwOBA_on_BIP,HH_pct,GB_pct_on_BIP,EV_avg_on_BIP,LA_avg_on_BIP,bat_speed_avg,swing_length_avg
679822,"Foscue, Justin",RR,26,5,14,13,4,3,1,0,0,1,1,0,1,3,0,0,0,0,0.3077,0.3571,0.3846,0.7418,21%,7%,,,30%,60%,86.4222,17.4444,,
804645,"Connor, Caden",BIR,25,11,14,11,4,4,0,0,0,2,3,0,2,2,0,0,1,0,0.3636,0.4615,0.3636,0.8252,14%,14%,,,40%,70%,85.7444,-12.6667,,
680672,"Waddell, Luke",ATL,27,9,14,12,4,3,1,0,0,2,0,0,2,3,0,0,0,2,0.3333,0.4286,0.4167,0.8452,21%,14%,,,22%,67%,86.7444,-0.5556,,
699073,"Liranzo, Thayron",ERI,22,7,14,12,3,1,1,0,1,3,4,0,2,2,0,0,0,0,0.25,0.3571,0.5833,0.9405,14%,14%,,,40%,40%,86.15,12.5,,
669911,"Toglia, Michael",LOU,27,11,14,12,3,2,0,0,1,1,3,0,2,6,0,0,0,0,0.25,0.3571,0.5,0.8571,43%,14%,,,67%,33%,94.0333,21.8333,,
684715,"Kent, Nic",HFD,25,10,14,11,2,2,0,0,0,2,2,0,3,4,0,0,0,0,0.1818,0.3571,0.1818,0.539,29%,21%,,,57%,57%,93.5571,-0.8571,,
673995,"Wendzel, Davis",PIT,28,8,14,12,2,2,0,0,0,0,1,0,2,3,0,0,0,0,0.1667,0.2857,0.1667,0.4524,21%,14%,,,11%,33%,79.5375,26.375,,
682692,"Palma, Miguel",NYY,24,11,14,12,2,1,0,0,1,2,2,0,2,4,0,0,0,0,0.1667,0.2857,0.4167,0.7024,29%,14%,,,13%,13%,77.2714,38.7143,,
693819,"Nevin, Kyle",TUL,24,11,14,12,3,2,0,0,1,3,2,0,2,3,0,0,0,1,0.25,0.3571,0.5,0.8571,21%,14%,,,22%,33%,88.9778,16.6667,,
801075,"Janek, Walker",HOU,23,7,14,11,5,2,2,0,1,6,5,4,3,4,0,0,0,0,0.4545,0.5714,0.9091,1.4805,29%,21%,,,71%,57%,96.5857,6.2857,,
670223,"Mervis, Matt",ROC,27,7,14,12,3,2,1,0,0,3,3,1,2,5,0,0,0,0,0.25,0.3571,0.3333,0.6905,36%,14%,,,57%,29%,94.8143,14.2857,,
672359,"Ornelas, Tirso",ELP,25,8,14,11,3,2,0,0,1,2,1,0,3,2,0,0,0,1,0.2727,0.4286,0.5455,0.974,14%,21%,,,44%,67%,92.2875,-4.75,,
806956,"Salas, Ethan",SD,19,9,14,11,2,2,0,0,0,2,1,0,3,1,0,0,0,1,0.1818,0.3571,0.1818,0.539,7%,21%,,,10%,100%,80.23,-28.4,,
687310,"Simpson, Will",MTG,24,9,14,12,5,3,1,0,1,4,2,1,2,3,0,0,0,0,0.4167,0.5,0.75,1.25,21%,14%,,,33%,33%,83.4875,16,,
669257,"Smith, Will",LAD,30,5,14,14,6,3,2,0,1,4,2,0,0,3,0,0,0,0,0.4286,0.4286,0.7857,1.2143,21%,0%,,,55%,27%,96.9889,25.6667,,
668663,"Barrera, Tres",ROC,31,9,14,12,0,0,0,0,0,0,0,0,2,5,0,0,0,1,0,0.1429,0,0.1429,36%,14%,,,14%,43%,80.9286,23.5714,,
690841,"O'Neill, Matt",RNO,28,10,14,12,5,2,2,1,0,1,3,0,1,5,1,0,0,0,0.4167,0.5,0.75,1.25,36%,7%,,,71%,29%,99.85,11.5,,
815039,"Dickerson, Dustin",NWA,24,10,14,10,5,2,2,0,1,2,5,0,4,2,0,0,0,0,0.5,0.6429,1,1.6429,14%,29%,,,50%,13%,87.3375,24.125,,
702556,"Overn, Austin",MTG,22,9,14,11,3,2,0,0,1,2,2,3,3,6,0,0,0,0,0.2727,0.4286,0.5455,0.974,43%,21%,,,40%,40%,75.22,12.8,,
689288,"Koperniak, Matt",STL,28,8,14,12,1,1,0,0,0,1,0,0,2,5,0,0,0,1,0.0833,0.2143,0.0833,0.2976,36%,14%,,,43%,86%,96.3571,-2.2857,,
680118,"Blanco, Dairon",RR,32,8,14,10,2,1,1,0,0,1,1,0,2,2,1,1,0,0,0.2,0.3571,0.3,0.6571,14%,14%,,,56%,78%,93.9222,-10.4444,,
693306,"Sabato, Aaron",MIN,26,11,14,12,2,1,1,0,0,1,1,0,1,6,1,0,0,0,0.1667,0.2857,0.25,0.5357,43%,7%,,,50%,33%,96.575,6,,
702690,"Coffey, Cutter",TOR,21,8,14,14,1,0,1,0,0,1,2,0,0,5,0,0,0,1,0.0714,0.0714,0.1429,0.2143,36%,0%,,,0%,67%,78.0444,-5.1111,,
676205,"Hardman, Tyler",SOM,27,11,14,10,2,1,0,0,1,3,3,0,3,6,1,0,0,0,0.2,0.4286,0.5,0.9286,43%,21%,,,50%,25%,96.1,41.5,,
806252,"Velazquez, Ralphy",CLE,20,9,14,13,5,3,2,0,0,3,3,0,1,1,0,0,0,0,0.3846,0.4286,0.5385,0.967,7%,7%,,,50%,25%,95.7083,20.1667,,
687005,"Strahm, Kellen",HOU,28,6,14,11,0,0,0,0,0,0,1,0,3,6,0,0,0,1,0,0.2143,0,0.2143,43%,21%,,,20%,80%,77.725,0.25,,
673962,"Jung, Josh",TEX,28,6,14,14,6,3,1,1,1,4,2,0,0,1,0,0,0,0,0.4286,0.4286,0.8571,1.2857,7%,0%,,,62%,38%,96.375,12.5,,
700164,"Betancourt, Bryant",COL,22,9,14,12,3,0,2,0,1,3,5,0,2,1,0,0,0,0,0.25,0.3571,0.6667,1.0238,7%,14%,,,55%,27%,90.7909,20.4545,,
808675,"Ramirez, Ramon",KC,20,8,14,12,1,1,0,0,0,2,1,0,2,3,0,0,0,0,0.0833,0.2143,0.0833,0.2976,21%,14%,,,22%,67%,80.4111,7.6667,,
800198,"Torin, Cristofer",AZ,20,4,14,13,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0.1538,0.2143,0.2308,0.4451,7%,7%,,,50%,58%,85.1583,-2.0833,,
695462,"Conley, Cal",COL,26,10,14,14,5,3,1,0,1,3,3,1,0,4,0,0,0,0,0.3571,0.3571,0.6429,1,29%,0%,,,50%,30%,94.91,20.5,,
701678,"Lee, Hao-Yu ",TOL,23,5,14,13,3,2,1,0,0,2,0,0,1,2,0,0,0,0,0.2308,0.2857,0.3077,0.5934,14%,7%,,,45%,64%,92.1,3.1,,
801039,"Garcia, John",HOU,25,9,14,13,1,0,0,0,1,1,3,0,0,6,0,1,0,2,0.0769,0.0714,0.3077,0.3791,43%,0%,,,25%,38%,83.325,22.25,,
674976,"Lockwood-Powell, Griffin",LAD,28,9,14,12,1,1,0,0,0,1,1,0,2,8,0,0,0,0,0.0833,0.2143,0.0833,0.2976,57%,14%,,,25%,50%,89.575,14.25,,
807799,"Yoshida, Masataka",BOS,32,4,14,12,0,0,0,0,0,0,0,1,2,2,0,0,0,1,0,0.1429,0,0.1429,14%,14%,,,20%,60%,80.43,9.3,,
683006,"Newell, Chris",LAD,24,9,14,12,2,1,0,0,1,1,3,0,1,3,0,1,0,0,0.1667,0.2143,0.4167,0.631,21%,7%,,,50%,50%,93.5222,8.8,,
694420,"Levins, Tatem",TB,26,10,14,12,1,1,0,0,0,0,0,0,1,9,1,0,0,0,0.0833,0.2143,0.0833,0.2976,64%,7%,,,33%,33%,88.4333,8.3333,,
682679,"Frias, Dayan",CLE,23,8,14,10,1,0,1,0,0,0,3,1,4,3,0,0,0,0,0.1,0.3571,0.2,0.5571,21%,29%,,,57%,57%,91.3143,9.1429,,
825761,"Cesarini, Ryan",LC,23,9,14,9,1,1,0,0,0,0,1,0,3,2,0,2,0,1,0.1111,0.2857,0.1111,0.3968,14%,21%,,,33%,67%,90.1222,13.6667,,
676053,"Opitz, Casey",CHC,27,12,14,12,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0.1429,0,0.1429,50%,14%,,,40%,60%,92.5,-3.4,,
691292,"Ortiz, Angel",AMA,23,7,13,13,3,1,1,0,1,1,2,0,0,5,0,0,0,0,0.2308,0.2308,0.5385,0.7692,38%,0%,,,50%,38%,89.3,14.75,,
800176,"Sanchez, Carlos",DAY,21,8,13,12,4,4,0,0,0,3,1,0,0,4,0,0,1,0,0.3333,0.3333,0.3333,0.6667,31%,0%,,,22%,56%,90.4375,1,,
800306,"Luis, Jansel",HIL,21,8,13,12,2,1,0,0,1,1,2,0,1,4,0,0,0,0,0.1667,0.2308,0.4167,0.6474,31%,8%,,,50%,50%,92.025,12,,
668974,"Handley, Maverick",NOR,28,9,13,11,1,1,0,0,0,2,0,0,1,3,1,0,0,0,0.0909,0.2308,0.0909,0.3217,23%,8%,,,38%,38%,88.9875,17.5,,
667690,"Stubbs, C.J.",BUF,29,8,13,11,3,3,0,0,0,0,0,0,1,6,1,0,0,0,0.2727,0.3846,0.2727,0.6573,46%,8%,,,0%,40%,81.92,-0.6,,
681134,"Roberts, Caleb",AMA,26,11,13,9,0,0,0,0,0,0,0,0,2,4,2,0,0,0,0,0.3077,0,0.3077,31%,15%,,,0%,20%,79.04,30.2,,
624415,"Biggio, Cavan",SUG,30,5,13,11,2,2,0,0,0,1,2,0,2,4,0,0,0,0,0.1818,0.3077,0.1818,0.4895,31%,15%,,,14%,29%,78.86,19.6,,
686744,"Snider, Jake",RR,27,9,13,12,3,2,1,0,0,1,0,1,1,7,0,0,0,0,0.25,0.3077,0.3333,0.641,54%,8%,,,20%,80%,81,-6.8,,
657247,"O'Keefe, Brian",TAC,32,8,13,8,1,1,0,0,0,1,0,0,5,3,0,0,0,0,0.125,0.4615,0.125,0.5865,23%,38%,,,40%,40%,93.52,29.6,,
800522,"Briceño, Josue",DET,21,6,13,12,2,1,1,0,0,3,2,0,0,1,0,1,0,0,0.1667,0.1538,0.25,0.4038,8%,0%,,,33%,33%,90.9083,20.5833,,
691594,"Sanoja, Javier",MIA,23,5,13,13,3,2,1,0,0,2,1,1,0,1,0,0,0,1,0.2308,0.2308,0.3077,0.5385,8%,0%,,,33%,50%,84.7583,14,,
699114,"Balcazar, Leo",CHA,21,9,13,13,4,4,0,0,0,1,0,0,0,1,0,0,0,0,0.3077,0.3077,0.3077,0.6154,8%,0%,,,33%,42%,90.725,10.9167,,
687605,"Pinckney, Andrew",WSH,25,7,13,13,1,0,1,0,0,1,0,0,0,8,0,0,0,0,0.0769,0.0769,0.1538,0.2308,62%,0%,,,20%,60%,85.75,-5,,
676632,"Madris, Bligh",MEM,29,7,13,11,2,2,0,0,0,0,0,0,2,3,0,0,0,1,0.1818,0.3077,0.1818,0.4895,23%,15%,,,63%,50%,86.4875,8.625,,
702253,"Collier, Cam",CIN,21,8,13,12,2,2,0,0,0,0,1,0,1,2,0,0,0,0,0.1667,0.2308,0.1667,0.3974,15%,8%,,,0%,50%,78,15.1,,
803033,"Etzel, Matthew",MIA,23,7,13,11,4,3,1,0,0,2,2,1,2,3,0,0,0,0,0.3636,0.4615,0.4545,0.9161,23%,15%,,,38%,0%,93.125,27.75,,
699115,"Jorge, Carlos",DAY,22,8,13,13,4,0,1,3,0,4,4,0,0,4,0,0,0,0,0.3077,0.3077,0.8462,1.1538,31%,0%,,,78%,22%,95.8667,24.2222,,
696140,"Murray, Ethan",NAS,25,9,13,11,4,3,0,0,1,3,4,0,1,2,1,0,0,0,0.3636,0.4615,0.6364,1.0979,15%,8%,,,56%,33%,94.8444,14.2222,,
656308,"Chavis, Michael",LOU,30,8,13,13,3,2,0,0,1,1,1,0,0,2,0,0,0,0,0.2308,0.2308,0.4615,0.6923,15%,0%,,,55%,55%,87.6909,0.9091,,
703154,"De Los Santos, Yordany",GBO,21,9,13,12,6,2,1,0,3,6,8,1,1,2,0,0,0,0,0.5,0.5385,1.3333,1.8718,15%,8%,,,50%,30%,93.0556,12,,
644433,"Tromp, Chadwick",GWN,30,5,13,10,3,2,0,0,1,2,3,0,2,2,1,0,0,0,0.3,0.4615,0.6,1.0615,15%,15%,,,38%,38%,88.925,29.75,,
675915,"Bañuelos, David",STP,29,11,13,12,3,2,1,0,0,3,3,1,1,4,0,0,0,0,0.25,0.3077,0.3333,0.641,31%,8%,,,38%,38%,91.7625,19.75,,
669398,"Workman, Gage",TOL,26,7,12,11,2,0,1,1,0,3,3,0,1,3,0,0,0,0,0.1818,0.25,0.4545,0.7045,25%,8%,,,50%,50%,94.35,15.375,,
670232,"Rodríguez, Ramón",MIL,27,9,12,10,2,1,1,0,0,0,1,0,1,0,1,0,0,0,0.2,0.3333,0.3,0.6333,0%,8%,,,50%,50%,88.4333,14.5556,,
801670,"Boeve, Mike",BLX,23,7,12,10,2,1,0,0,1,2,4,0,2,3,0,0,0,0,0.2,0.3333,0.5,0.8333,25%,17%,,,57%,43%,94.0857,9.5714,,
671056,"Herrera, Iván",STL,25,5,12,12,3,2,0,0,1,2,3,0,0,1,0,0,0,1,0.25,0.25,0.5,0.75,8%,0%,,,27%,45%,83.7,13.5455,,
701305,"Dezenzo, Zach",HOU,25,4,12,11,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0.0833,0,0.0833,33%,8%,,,43%,43%,91.04,23,,
823658,"Dickinson, Daniel",A-BRW,22,10,12,11,2,1,1,0,0,0,0,1,0,3,1,0,0,1,0.1818,0.25,0.2727,0.5227,25%,0%,,,38%,63%,82.0714,-2,,
691006,"Parada, Kevin",NYM,24,6,12,8,1,1,0,0,0,0,2,0,4,4,0,0,0,0,0.125,0.4167,0.125,0.5417,33%,33%,,,50%,75%,79.05,4.75,,
665161,"Peña, Jeremy",HOU,28,4,12,11,2,2,0,0,0,0,0,0,1,3,0,0,0,1,0.1818,0.25,0.1818,0.4318,25%,8%,,,50%,13%,95.22,11.2,,
803172,"O'Ferrall, Griff",CHE,23,9,12,11,5,4,1,0,0,1,0,0,1,1,0,0,0,0,0.4545,0.5,0.5455,1.0455,8%,8%,,,0%,40%,82.82,27.5,,
677601,"Rodriguez, Keyber",RR,25,7,12,11,2,1,1,0,0,0,1,0,1,3,0,0,0,0,0.1818,0.25,0.2727,0.5227,25%,8%,,,25%,38%,87.075,0.5,,
642727,"Alcántara, Sergio",ROC,29,8,12,11,2,2,0,0,0,2,1,0,1,2,0,0,0,0,0.1818,0.25,0.1818,0.4318,17%,8%,,,22%,22%,78.3667,23.8889,,
814299,"Ferreras, Pascanel",CC,24,8,12,10,1,0,1,0,0,3,0,0,1,3,1,0,0,0,0.1,0.25,0.2,0.45,25%,8%,,,29%,29%,92.7833,19.8333,,
815816,"Ebel, Brady",WIL,18,8,12,11,3,2,0,0,1,3,1,0,1,5,0,0,0,0,0.2727,0.3333,0.5455,0.8788,42%,8%,,,50%,50%,90.4833,-0.1667,,
663494,"Torres, Bryan",MEM,28,4,12,10,2,2,0,0,0,2,0,0,2,2,0,0,0,0,0.2,0.3333,0.2,0.5333,17%,17%,,,13%,88%,83.0625,-17.125,,
694230,"Mendez, Hendry",WCH,22,8,12,8,1,0,1,0,0,2,1,0,1,5,2,1,0,0,0.125,0.3333,0.25,0.5833,42%,8%,,,50%,25%,95.5,25,,
687210,"Martorella, Nathan",MIA,25,7,12,9,1,1,0,0,0,0,1,0,3,1,0,0,0,1,0.1111,0.3333,0.1111,0.4444,8%,25%,,,25%,25%,88.5,18.375,,
678099,"Logan, Gavin",AZ,26,9,12,9,5,4,1,0,0,0,2,0,1,1,1,0,1,1,0.5556,0.6364,0.6667,1.303,8%,8%,,,44%,67%,84,4.1111,,
692944,"Villavicencio, Kevin",SLU,22,10,12,12,4,3,1,0,0,1,0,1,0,1,0,0,0,0,0.3333,0.3333,0.4167,0.75,8%,0%,,,18%,45%,82.6545,4.3636,,
811718,"Wakefield, Josh",F-AST,21,10,12,10,3,2,1,0,0,1,1,0,2,5,0,0,0,0,0.3,0.4167,0.4,0.8167,42%,17%,,,40%,60%,94.34,-8.8,,
805373,"Alvarez Jr., Nacho",GWN,22,5,12,12,2,0,2,0,0,1,4,0,0,2,0,0,0,1,0.1667,0.1667,0.3333,0.5,17%,0%,,,30%,50%,86.06,14.2,,
663503,"Marrero, Elih",KC,28,6,12,11,3,2,1,0,0,1,1,0,1,1,0,0,0,0,0.2727,0.3333,0.3636,0.697,8%,8%,,,70%,60%,97.21,8.6,,
595777,"Profar, Jurickson",ATL,33,4,12,10,3,2,1,0,0,2,3,0,1,2,0,1,0,0,0.3,0.3333,0.4,0.7333,17%,8%,,,22%,44%,89.7,16.8571,,
801276,"Matheus, Juan",BEL,21,6,12,9,0,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0.25,0,0.25,25%,25%,,,33%,67%,81.7833,-2.3333,,
814528,"Kulasingam, Sam",QC,24,9,12,12,6,6,0,0,0,1,0,0,0,2,0,0,0,0,0.5,0.5,0.5,1,17%,0%,,,60%,70%,94.9,-5.7,,
815074,"Berg, Derek",PIT,24,8,12,10,3,2,0,0,1,2,1,0,2,5,0,0,0,0,0.3,0.4167,0.6,1.0167,42%,17%,,,60%,60%,95.775,18.25,,
699232,"Rojas, Anderdson",HIL,22,7,12,12,2,2,0,0,0,1,2,0,0,2,0,0,0,1,0.1667,0.1667,0.1667,0.3333,17%,0%,,,30%,60%,86.13,-10,,
699305,"Mosquera, Diego",BRK,21,9,12,12,1,1,0,0,0,2,1,0,0,2,0,0,0,0,0.0833,0.0833,0.0833,0.1667,17%,0%,,,30%,70%,79.8667,-16.6667,,
806957,"Duno, Alfredo",DBT,20,7,12,10,2,1,0,0,1,3,2,0,2,4,0,0,0,0,0.2,0.3333,0.5,0.8333,33%,17%,,,33%,33%,94.4833,30.3333,,
683427,"Hernandez, Omar",KC,24,10,12,12,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0.1667,0.1667,0.1667,0.3333,0%,0%,,,33%,33%,82.8917,17.3333,,
694876,"Ingle, Cooper",CLE,24,10,12,10,1,0,0,0,1,1,3,0,2,4,0,0,0,0,0.1,0.25,0.4,0.65,33%,17%,,,33%,17%,91.8167,35.5,,
828319,"Toole, Marshall",CHS,22,7,12,11,2,0,1,1,0,1,1,1,1,8,0,0,0,0,0.1818,0.25,0.4545,0.7045,67%,8%,,,33%,33%,79.9333,23.6667,,
672569,"Campero, Gustavo",LAA,28,5,12,10,4,1,2,1,0,1,6,0,1,2,1,0,0,1,0.4,0.5,0.8,1.3,17%,8%,,,25%,38%,92.2875,9.75,,
695490,"Arroyo, Edwin",LOU,22,6,12,12,2,1,1,0,0,1,1,0,0,4,0,0,0,0,0.1667,0.1667,0.25,0.4167,33%,0%,,,13%,38%,82.8625,12.875,,
694355,"Gentry, Tyler",OMA,27,11,12,12,3,2,1,0,0,1,1,0,0,5,0,0,0,0,0.25,0.25,0.3333,0.5833,42%,0%,,,57%,29%,89.5714,17.2857,,
699625,"Crooks, Jimmy",MEM,24,5,12,12,4,3,0,0,1,2,4,0,0,3,0,0,0,0,0.3333,0.3333,0.5833,0.9167,25%,0%,,,44%,33%,87.2333,17.5556,,
681371,"Keegan, Dom",DUR,25,7,12,11,1,0,1,0,0,0,0,0,0,6,1,0,0,1,0.0909,0.1667,0.1818,0.3485,50%,0%,,,60%,20%,94.2,28.8,,
683344,"Bush Jr., Homer",MTG,24,8,11,8,2,1,1,0,0,1,0,1,3,4,0,0,0,0,0.25,0.4545,0.375,0.8295,36%,27%,,,25%,25%,80.825,19,,
696160,"Rucker, Jake",WCH,26,7,11,9,1,0,0,0,1,2,2,0,0,2,2,0,0,0,0.1111,0.2727,0.4444,0.7172,18%,0%,,,57%,29%,87.3143,33,,
686984,"Lee Sang, Marcus",FRI,25,7,11,10,1,0,0,1,0,1,1,0,0,5,0,1,0,0,0.1,0.0909,0.3,0.3909,45%,0%,,,83%,83%,100.3833,-2.3333,,
806191,"Peete, Tai",PEO,20,6,11,11,3,0,2,0,1,3,3,0,0,6,0,0,0,0,0.2727,0.2727,0.7273,1,55%,0%,,,40%,20%,90.6,13.75,,
681400,"Serretti, Danny",RNO,25,9,11,9,1,0,0,0,1,1,1,0,2,2,0,0,0,0,0.1111,0.2727,0.4444,0.7172,18%,18%,,,14%,43%,82.3,14,,
703492,"Morabito, Nick",SYR,22,5,11,10,2,1,1,0,0,2,2,2,1,2,0,0,0,0,0.2,0.2727,0.3,0.5727,18%,9%,,,25%,38%,90,1.1667,,
694848,"Brown, Sam",HBG,24,7,11,11,2,1,1,0,0,1,1,0,0,7,0,0,0,0,0.1818,0.1818,0.2727,0.4545,64%,0%,,,75%,75%,93.05,4.25,,
691858,"Serna, Jared",JAX,23,4,11,11,3,1,1,0,1,2,3,1,0,2,0,0,0,0,0.2727,0.2727,0.6364,0.9091,18%,0%,,,33%,78%,93.0375,1.5,,
813883,"Ignoffo, Ryan",MIA,25,8,11,10,3,1,1,0,1,3,1,0,1,3,0,0,0,0,0.3,0.3636,0.7,1.0636,27%,9%,,,43%,57%,90.7143,0,,
677319,"Barstad, Cameron",CLE,25,6,11,10,2,2,0,0,0,0,0,0,1,4,0,0,0,0,0.2,0.2727,0.2,0.4727,36%,9%,,,50%,50%,86.5833,16.1667,,
702488,"Wagner, Logan",GL,22,8,11,11,4,4,0,0,0,1,1,1,0,1,0,0,0,0,0.3636,0.3636,0.3636,0.7273,9%,0%,,,30%,50%,85.57,18.6,,
695238,"Wagner, Will",SD,27,5,11,9,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0.1818,0,0.1818,18%,18%,,,14%,86%,80.74,-20,,
805810,"Mitchell, Blake",KC,21,7,11,9,2,0,1,0,1,2,1,0,2,3,0,0,0,0,0.2222,0.3636,0.6667,1.0303,27%,18%,,,67%,33%,96.0167,22.1667,,
669261,"Suwinski, Jack",OKC,27,3,11,8,3,0,0,0,3,4,5,0,3,3,0,0,0,0,0.375,0.5455,1.5,2.0455,27%,27%,,,80%,0%,106.92,23.6,,
807751,"O'Donnell, Ethan",PNS,23,6,11,11,3,1,1,0,1,5,7,1,0,3,0,0,0,0,0.2727,0.2727,0.6364,0.9091,27%,0%,,,63%,63%,91.45,4.125,,
800607,"Hettiger, Kehden",PHI,21,8,11,9,2,0,1,0,1,3,2,0,2,4,0,0,0,0,0.2222,0.3636,0.6667,1.0303,36%,18%,,,60%,20%,95.12,30.2,,
691024,"Wallace, Cayden",WSH,24,5,11,10,0,0,0,0,0,1,1,0,1,4,0,0,0,0,0,0.0909,0,0.0909,36%,9%,,,17%,67%,90.4833,14.8333,,
681526,"Lavastida, Bryan",ATH,27,7,11,9,1,1,0,0,0,1,0,0,2,2,0,0,0,1,0.1111,0.2727,0.1111,0.3838,18%,18%,,,71%,57%,98.5429,7.7143,,
669004,"Melendez, MJ",SYR,27,4,11,11,4,1,1,0,2,2,5,0,0,2,0,0,0,0,0.3636,0.3636,1,1.3636,18%,0%,,,22%,44%,87.5111,6.3333,,
691410,"Devers, Jose",LC,22,5,11,10,4,4,0,0,0,1,1,0,0,6,1,0,0,0,0.4,0.4545,0.4,0.8545,55%,0%,,,50%,25%,86.2,0,,
813386,"Johnson, Justin",NWA,25,10,11,8,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0.2727,0,0.2727,18%,9%,,,33%,17%,85.3333,44.1667,,
701162,"Malgeri, Ben",DET,26,7,11,9,0,0,0,0,0,3,0,0,1,2,1,0,0,0,0,0.1818,0,0.1818,18%,9%,,,29%,57%,81.4286,15.1429,,
683090,"Lugo, Matthew",SL,24,5,11,11,1,0,1,0,0,0,1,0,0,4,0,0,0,0,0.0909,0.0909,0.1818,0.2727,36%,0%,,,14%,43%,80.15,-6.3333,,
682947,"Ramos, Jose",SYR,25,6,11,11,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0.0909,0.0909,0.0909,0.1818,64%,0%,,,25%,100%,72.925,-20.25,,
660634,"Hernández, Yonny",SYR,27,7,11,9,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0.1818,0,0.1818,9%,18%,,,0%,25%,79.9286,27.2857,,
677338,"Hill, GJ",SPO,25,9,11,9,3,1,1,0,1,3,3,0,1,0,0,1,0,0,0.3333,0.3636,0.7778,1.1414,0%,9%,,,60%,30%,97.82,16.1,,
695524,"Cozart, Jacob",CLE,23,7,11,9,2,2,0,0,0,3,1,0,1,3,0,1,0,0,0.2222,0.2727,0.2222,0.4949,27%,9%,,,71%,57%,98.9,11.7143,,
674441,"Hurtubise, Jacob",NAS,28,8,11,9,2,1,1,0,0,0,0,0,1,4,1,0,0,0,0.2222,0.3636,0.3333,0.697,36%,9%,,,40%,100%,90.08,-4.2,,
682619,"Martinez, Orelvis",WSH,24,7,11,10,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0.4,0.4545,0.4,0.8545,9%,9%,,,33%,78%,90.65,2.875,,
669439,"Swift, Drew",LV,27,8,11,9,6,5,1,0,0,2,2,0,2,2,0,0,0,0,0.6667,0.7273,0.7778,1.5051,18%,18%,,,71%,14%,95.2286,5,,
806210,"Rosario, Alfonsin",CLE,21,7,11,9,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0.1818,0,0.1818,73%,18%,,,100%,0%,108.7,49,,
807276,"Nori, Dante",PHI,21,6,11,11,2,1,1,0,0,1,0,0,0,2,0,0,0,0,0.1818,0.1818,0.2727,0.4545,18%,0%,,,33%,44%,88.4556,10.4444,,
807742,"Ledbetter, Colton",PEO,24,6,11,10,5,5,0,0,0,1,3,0,1,1,0,0,0,0,0.5,0.5455,0.5,1.0455,9%,9%,,,44%,22%,92.6778,9.3333,,
703766,"Harris, Dakota",SPR,24,6,10,10,2,2,0,0,0,1,2,0,0,2,0,0,0,2,0.2,0.2,0.2,0.4,20%,0%,,,25%,50%,84.65,10.75,,
682653,"Bernabel, Warming",ROC,23,5,10,9,3,2,0,1,0,2,2,1,1,0,0,0,0,1,0.3333,0.4,0.5556,0.9556,0%,10%,,,44%,56%,91.975,14.75,,
820835,"Snell, Kade",SB,23,8,10,8,3,0,2,0,1,1,5,0,2,2,0,0,0,1,0.375,0.5,1,1.5,20%,20%,,,67%,17%,98.6333,24,,
679788,"Rogers, Jack",ROC,26,6,10,7,1,1,0,0,0,1,1,0,3,1,0,0,0,0,0.1429,0.4,0.1429,0.5429,10%,30%,,,17%,50%,84.0333,19.6667,,
804240,"Burke, Jacob",BIR,24,8,10,10,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,30%,0%,,,0%,57%,81.3571,10.4286,,
669413,"Chavez, Frainyer",FRI,26,9,10,10,2,2,0,0,0,4,0,0,0,5,0,0,0,0,0.2,0.2,0.2,0.4,50%,0%,,,40%,40%,89.98,17,,
668843,"Capel, Conner",HFD,28,5,10,7,2,2,0,0,0,1,0,0,3,3,0,0,0,0,0.2857,0.5,0.2857,0.7857,30%,30%,,,25%,50%,91.1,7,,
677007,"Breaux, Josh",CLT,28,6,10,9,2,0,2,0,0,0,1,0,1,4,0,0,0,0,0.2222,0.3,0.4444,0.7444,40%,10%,,,20%,40%,92.68,17,,
608841,"Meneses, Joey",ATH,33,6,10,9,4,1,2,0,1,3,4,0,1,2,0,0,0,0,0.4444,0.5,1,1.5,20%,10%,,,86%,14%,97.1857,19.7143,,
668776,"Ortiz, Devin",IOW,27,5,10,10,3,1,1,0,1,1,7,0,0,1,0,0,0,0,0.3,0.3,0.7,1,10%,0%,,,56%,56%,91.8778,13.7778,,
683610,"Pineda, Leandro",ROC,23,6,10,7,0,0,0,0,0,1,1,0,2,2,1,0,0,0,0,0.3,0,0.3,20%,20%,,,20%,60%,85.86,16,,
829052,"Guedez, Breyson",D-ATH,18,5,10,9,4,3,0,0,1,2,2,0,0,2,0,1,0,0,0.4444,0.4,0.7778,1.1778,20%,0%,,,63%,50%,90.175,9.75,,
